koi_fpflag_ss,koi_fpflag_co,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag,label
0,1,6.58738839,133.35768,0.523,4.758,258.5,1.35,871.0,136.02,15.7,5616.0,4.564,0.822,15.575,0
1,1,0.759706632,131.7692,0.52,1.0896,39.7,1.38,2797.125,2761.2975000000006,21.6,7256.5,4.101,2.0783750000000003,12.438,0
0,0,4.37033233,131.92696,0.093,2.845,177.8,1.56,1191.0,475.39,17.7,5657.0,4.282,1.182,15.133,1
1,0,1.08070294,131.86686,0.688,3.363,145.6,1.04,1565.0,1419.52,17.6,5482.0,4.539,0.813,15.986,0
0,0,4.74254518,133.13916,0.051,1.023,305.7,1.77,1118.0,369.34,13.2,6046.0,4.478,1.007,14.413,0
1,1,18.13559979,138.31557,1.194,2.019,452.7,24.49,744.0,72.36,16.4,6184.0,4.448,1.038,14.99,0
0,0,51.20690303,195.7303,0.576,8.99,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,10.565749999999998,1
0,0,3.70429015,132.21478,0.001,3.37,55.7,1.45,1839.0,2708.57,15.9,6732.0,3.958,1.927,12.402,1
0,0,37.3331165,162.90453,0.851,7.643,187.8,2.5,657.0,44.17,22.5,5623.0,4.079,1.588,13.611,1
0,0,6.03355539,137.121,0.35,10.049,89.5,3.34,1598.0,1540.84,26.1,4924.0,3.7465000000000015,2.0783750000000003,13.274,1
0,0,3.02558494,134.36744,0.839,3.0008,128.3,1.62,1484.0,1148.47,23.8,6123.0,4.263,1.263,13.925,1
0,1,0.933746783,131.51962,0.007,4.255,417.5,1.3,1309.0,696.63,62.8,4643.0,4.61,0.663,15.647,0
0,1,6.09740316,133.32402,1.2051,4.635,568.5,45.49,1826.0,2630.31,14.0,7256.5,4.227,1.828,13.424,0
0,0,2.7612237,131.6081,0.238,3.681,66.8,1.84,2017.0,2761.2975000000006,14.2,6381.0,3.897,2.0783750000000003,13.321,1
0,1,5.59727625,131.86798,0.403,1.659,200.8,1.26,975.0,213.15,15.3,5796.0,4.522,0.876,14.626,0
0,1,62.6825769,182.22959,1.095,2.327,398.9,39.8,916.0,166.36,17.8,7058.0,3.7465000000000015,2.0783750000000003,13.072,0
1,1,50.5715805,161.11366,0.074,3.726,1282.6,2.74,406.0,6.44,19.9,5262.0,4.59,0.783,15.812,0
0,0,2.032319072,132.32157,0.133,1.6762,315.5,1.87,1542.0,1333.35,24.5,6156.0,4.443,1.05,15.298,1
1,0,4.100870416,168.1460533,0.938,8.15361,5385.612499999999,56.65125,1413.0,939.61,255.76250000000002,5923.0,4.118,1.51,11.26,0
0,0,4.35407371,132.85695,0.734,2.427,277.1,1.63,1043.0,279.53,19.0,5455.0,4.421,0.909,15.404,1
0,0,11.32269749,136.05511,0.951,3.517,311.0,1.51,554.0,22.24,16.0,4563.0,4.624,0.642,15.006,1
0,0,13.71218522,135.51875,0.68,2.437,786.7,2.47,676.0,49.26,22.6,5550.0,4.562,0.831,15.935,1
0,0,7.46718958,136.39348,0.486,3.633,75.7,1.04,1035.0,271.25,18.8,6161.0,4.399,1.169,12.77,1
0,0,51.1319346,137.1568,0.829,6.019,382.3,2.43,542.0,20.36,19.6,6071.0,4.353,1.107,14.423,1
0,0,87.105456694375,134.8898,0.6285,2.196,510.0,2.01,344.0,3.3,6.5,5989.0,4.553,0.848,15.309,0
0,0,9.549277089,175.757183,0.068,1.5832,1826.9,1.57,374.0,4.62,112.2,4196.5,4.899,0.369,14.486,1
0,1,1.228721184,133.49967,0.208,1.041,465.6,1.62,1324.0,728.99,26.4,4897.0,4.542,0.764,15.76,0
0,0,4.69505576,133.93643,0.204,3.058,240.0,1.49,1098.0,343.6,15.9,5999.0,4.494,0.959,15.711,1
1,1,0.569115976,132.01945,0.068,2.028,796.9,1.8,1589.0,1504.24,59.8,4788.0,4.61,0.656,12.093,0
0,0,7.258450123,138.344691,0.05,5.7297,3714.7,5.53,880.0,141.3,255.76250000000002,5638.0,4.513,0.92,14.747,1
0,1,6.0959841,135.0254,0.657,10.39,112.7,0.99,988.0,225.07,29.2,5826.0,4.43,0.885,14.104,0
0,0,22.9221181,133.66805,0.603,8.2,140.3,1.33,684.0,51.7,24.0,5897.0,4.357,1.081,13.578,1
0,0,16.10474503,135.01186,0.224,5.712,124.1,3.21,1159.0,425.93,25.4,5822.0,3.7465000000000015,2.0783750000000003,12.249,1
0,0,7.42697378,133.099,0.337,3.206,205.2,1.4,899.0,154.52,15.4,5573.0,4.434,0.982,14.985,1
0,1,0.874629873,132.25706,0.665,1.782,68.1,0.72,1597.0,1538.25,19.2,5099.0,4.491,0.832,14.107,0
1,1,5.46091846,131.66849,0.4,1.781,172.0,1.25,1106.0,353.34,21.2,6319.0,4.465,0.93,14.332,0
0,0,3.17323012,133.69979,0.085,1.9094,204.5,0.88,830.0,112.21,21.4,4500.0,4.632,0.633,14.993,1
0,0,13.2970695,140.94606,0.03,3.283,219.7,0.91,515.0,16.64,14.9,4500.0,4.632,0.633,14.993,1
0,0,5.398752862,173.858666,0.015,3.4303,346.5,2.21,1140.0,398.33,255.76250000000002,5790.0,4.279,1.198,10.565749999999998,1
0,1,5.26648126,131.6902,0.403,1.964,97.8,1.07,1155.0,420.53,16.0,6204.0,4.394,1.065,13.648,0
0,1,2.67596808,133.70492,0.115,2.021,420.6,1.57,998.0,234.19,17.5,4732.0,4.53,0.795,15.596,0
0,0,7.41683033,137.96389,0.873,7.274,72.6,3.36,1425.0,973.85,20.6,4938.0,3.7465000000000015,2.0783750000000003,13.007,1
0,0,8.63050092,139.57438,0.595,3.144,325.8,1.43,739.0,70.63,14.9,5352.0,4.599,0.764,15.868,1
0,1,12.49117388,136.31491,0.747,2.848,189.9,1.36,763.0,80.08,17.0,5753.0,4.461,0.911,14.521,0
0,0,3.27645723,131.97924,0.001,2.219,323.0,1.71,1195.0,482.56,17.9,5812.0,4.504,0.963,15.934,1
0,1,8.44326557,136.26748,0.42,3.353,359.5,1.97,934.0,179.79,19.0,6081.0,4.468,1.023,15.351,0
0,1,16.9329284,132.15407,0.319,1.218,488.3,2.46,793.0,93.34,20.4,6310.0,4.417,1.095,14.779,0
0,0,12.00089667,142.04182,0.595,3.266,420.7,1.47,632.0,37.81,20.0,5195.0,4.598,0.69,15.563,1
0,0,1.916940872,132.46734,0.405,1.4243,105.1,0.89,1246.0,571.25,17.7,5083.0,4.468,0.872,14.1,1
0,1,2.17489806,134.11887,0.76,4.599,74.8,1.08,1496.0,1187.26,29.3,5749.0,4.323,1.15,13.655,0
0,0,28.6253502,158.11827,0.021,4.551,652.7,2.38,573.0,25.54,18.3,5774.0,4.508,0.941,15.826,1
0,0,6.98141327,132.7883,0.699,6.527,38.0,1.42,1384.0,865.81,20.9,6054.0,3.923,2.0783750000000003,11.752,1
0,1,1.319677953,132.06143,0.62,1.978,100.7,1.13,1843.0,2729.71,17.4,6306.0,4.426,1.076,14.332,0
0,0,12.282998287,170.39809,0.047,2.7096,2794.7,2.83,431.0,8.14,137.2,4196.5,4.708,0.537,15.473,1
0,0,5.57654782,136.42668,0.45,3.673,53.6,0.92,1183.0,462.81,13.2,6187.0,4.341,1.238,13.383,1
0,0,87.105456694375,228.323880625,0.226,4.65,945.9,3.52,401.0,6.09,20.7,5800.0,4.327,1.149,15.174,1
0,0,3.81371423,132.57465,0.306,1.973,281.0,1.37,1029.0,264.63,11.4,5547.0,4.571,0.82,15.89,1
1,1,2.637574744,134.212775,0.909,5.4573,5385.612499999999,9.16,1385.0,868.86,222.8,6108.0,4.466,1.03,15.106,0
0,0,16.3012727,133.79446,0.88,3.974,259.5,1.54,557.0,22.73,19.7,4873.0,4.558,0.796,14.61,1
0,0,13.32354078,134.03671,0.225,3.873,116.6,1.32,872.0,136.61,16.3,6113.0,4.341,1.218,12.867,1
0,0,2.607545159,131.83453,0.206,1.3916,351.5,2.07,1431.0,993.79,23.0,6147.0,4.435,1.096,15.618,1
0,0,3.24417541,132.94014,0.761,1.992,371.9,1.84,1047.0,283.66,18.0,5094.0,4.469,0.87,15.77,1
0,1,6.85567248,136.01953,0.479,2.268,197.7,1.27,897.0,153.07,17.2,5734.0,4.538,0.883,14.738,0
1,1,2.28607282,133.557,0.059,7.82,261.8,1.01,942.0,186.39,35.9,4583.0,4.65,0.654,15.546,0
0,0,9.60505976,136.37863,0.54,3.0063,55.0,0.91,941.0,185.15,32.2,5790.0,4.279,1.198,10.565749999999998,1
0,1,3.54789928,133.78212,0.325,2.861,185.3,0.99,987.0,224.45,13.6,5399.0,4.619,0.725,15.413,0
0,0,3.65690909,134.95269,0.217,2.064,107.4,1.32,1368.0,828.52,12.8,6078.0,4.294,1.271,14.46,1
0,0,8.38395796,134.41408,0.892,5.2,108.5,3.24,1285.0,645.64,14.1,5405.0,3.7465000000000015,2.0783750000000003,14.667,1
0,0,1.68189051,133.07951,0.415,2.992,83.2,1.27,1790.0,2432.14,17.4,5827.0,4.191,1.374,14.812,1
1,1,8.59000355,131.97492,0.909,6.68,298.1,1.82,843.0,119.26,18.9,5817.0,4.538,0.876,15.408,0
0,0,7.12815163,136.88006,0.201,5.522,45.9,1.36,1373.0,839.5,22.0,6311.0,3.998,1.994,11.392,1
0,1,0.872952088,131.49734,1.1,1.4499,137.3,25.5,2797.125,2761.2975000000006,41.6,7102.0,3.972,2.0783750000000003,12.335,0
0,0,7.01074295,138.4027,0.427,2.1787,222.8,3.76,1453.0,1054.63,21.3,5814.0,3.7465000000000015,2.0783750000000003,14.689,1
0,0,17.2922631,135.75448,0.865,7.042,203.1,2.13,809.0,101.22,23.7,5936.0,4.261,1.299,14.15,1
0,0,87.105456694375,166.50826,0.613,4.102,505.4,2.11,369.0,4.39,22.5,5632.0,4.537,0.904,14.183,1
0,1,12.425866431,141.5137911,0.977,12.28915,257.9,2.12,741.0,71.19,62.2,5428.0,4.404,0.94,14.148,0
0,0,45.0909201,133.55146,0.957,4.605,436.3,2.44,487.0,13.27,14.1,5790.0,4.528,0.9,14.976,1
0,0,15.0539886,135.53329,0.886,4.422,221.5,1.44,665.0,46.3,16.3,5475.0,4.479,0.818,14.503,1
0,0,1.565412613,132.91281,0.003,0.7572,2754.6,1.73,648.0,41.85,48.6,4196.5,4.923,0.328,16.257,1
0,0,5.14892346,133.31971,0.719,0.9613,2355.0,1.72,436.0,8.54,25.4,4196.5,4.923,0.328,16.257,1
1,1,0.730943372,131.49862,0.792,3.004,134.7,1.37,2190.0,2761.2975000000006,27.0,6143.0,4.418,1.067,15.021,0
0,1,0.515552803,131.651719,1.128,1.7869,1224.1,13.96,1807.0,2508.21,79.6,5068.0,4.556,0.73,15.786,0
0,0,6.73968289,132.29296,0.662,4.183,142.0,1.48,1011.0,246.9,15.4,5511.0,4.261,1.176,14.455,1
0,0,41.74598855,210.399151,0.049,4.6125,421.8,2.4,584.0,27.58,110.5,5978.0,4.316,1.171,11.854,1
1,1,75.378004,167.11715,0.989,6.744,447.8,3.82,455.0,10.13,20.5,5876.0,4.374,1.077,13.693,0
0,0,87.105456694375,228.323880625,0.037,7.768,1992.3,2.72,202.0,0.39,36.1,4477.0,4.649,0.637,15.165,1
0,0,87.105456694375,228.323880625,0.535,10.8636,351.2,2.51,475.0,12.07,81.9,6214.0,4.238,1.297,10.565749999999998,1
0,0,4.871223664,133.64255,0.706,1.5916,5385.612499999999,1.56,341.0,3.18,50.5,4196.5,5.014499999999998,0.18,17.475,1
0,0,2.984157711,133.11908,0.45,1.2637,2598.0,0.92,401.0,6.12,24.3,4196.5,5.014499999999998,0.18,17.475,1
0,0,2.8867624,131.66592,0.92,0.9879,631.8,1.24,557.0,22.75,37.1,4196.5,4.875,0.389,14.717,1
1,0,0.498434645,131.57053,0.288,0.955,239.2,1.08,1676.0,1873.28,26.8,4784.0,4.618,0.708,15.397,0
0,1,2.75505467,133.42201,0.738,3.426,85.5,1.74,1783.0,2387.41,27.8,6257.0,4.063,1.748,13.883,0
1,1,1.572181216,131.77456,1.149,7.219,219.5,56.65125,2797.125,2761.2975000000006,48.2,6622.0,3.7465000000000015,2.0783750000000003,13.157,0
0,1,2.72288246,131.90948,0.08,2.408,152.6,1.06,1162.0,431.75,15.5,5458.0,4.53,0.872,15.003,0
0,0,1.574090323,131.86116,0.071,1.5796,224.9,0.93,998.0,234.92,17.7,4313.0,4.662,0.65,15.571,1
0,1,0.947738312,132.38567,0.022,1.206,202.2,0.88,1229.0,537.85,13.9,4464.0,4.643,0.638,15.761,0
0,0,14.4359459,141.51253,0.613,3.414,107.3,1.46,884.0,144.45,22.0,6075.0,4.264,1.352,11.485,1
1,1,0.497581917,131.6572,0.328,1.46,140.6,0.76,1801.0,2487.04,17.1,5271.0,4.634,0.63,15.481,0
0,0,2.279523364,133.3576,0.033,1.6202,126.8,0.87,1123.0,374.78,16.7,5017.0,4.516,0.797,14.589,1
0,0,12.2854718,131.90073,0.291,2.996,1617.1,2.21,434.0,8.39,23.8,4196.5,4.718,0.564,16.279,1
0,0,58.0337426,138.7412,0.021,5.584,807.1,3.21,486.0,13.17,34.9,5467.0,4.271,1.152,14.467,1
0,0,14.4252635,136.75608,0.013,3.754,221.2,1.68,773.0,84.28,15.2,5467.0,4.271,1.152,14.467,1
0,0,26.6757818,149.99527,0.713,2.696,474.8,2.69,630.0,37.15,20.0,5467.0,4.271,1.152,14.467,1
0,0,0.868386354,132.06741,0.135,1.066,488.5,1.52,1389.0,880.33,27.3,4792.0,4.627,0.704,15.898,1
0,0,11.8288843,137.6991,0.2658,3.337,191.0,1.18,730.0,67.13,9.1,5653.0,4.551,0.857,15.228,1
0,0,14.7512034,137.1559,0.8759,1.25,261.1,1.63,678.0,49.97,8.3,5653.0,4.551,0.857,15.228,1
1,0,1.480323978,131.7553,0.617,1.833,166.2,1.46,1743.0,2180.25,43.4,5996.0,4.342,1.081,13.66,0
0,0,6.88707073,133.17797,0.696,4.4679,68.7,1.3,1155.0,420.97,38.2,5788.0,4.122,1.474,11.197,1
0,0,87.105456694375,207.3074,1.901,8.45,57.3,56.65125,398.0,5.96,12.8,5800.0,4.119,1.412,10.565749999999998,0
1,1,1.11431205,131.75649,0.141,2.112,160.4,1.07,1635.0,1691.99,15.5,5776.0,4.554,0.849,15.411,0
0,0,0.675650404,131.68114,0.03,1.8261,200.7,1.36,2085.0,2761.2975000000006,22.4,5966.0,4.493,0.961,15.892,1
0,1,17.7337356,143.9223,0.514,5.558,217.3,1.24,597.0,29.95,17.0,5335.0,4.56,0.831,14.625,0
1,1,10.06478627,135.24121,0.729,2.86,285.7,1.49,729.0,66.74,18.6,5438.0,4.574,0.82,14.89,0
1,1,1.12976597,132.526,0.338,3.096,133.7,0.83,1429.0,987.44,14.3,5366.0,4.625,0.715,15.625,0
0,0,16.23191704,171.67758,0.017,7.461,501.6,3.54,926.0,174.1,194.9,5919.0,4.042,1.585,11.866,1
1,1,15.4126766,144.9757,0.958,3.402,599.8,2.82,618.0,34.56,7.5,5240.0,4.555,0.856,14.373,0
0,1,1.110599919,131.57274,0.214,1.3493,157.6,1.07,1539.0,1320.65,38.7,5227.0,4.463,0.867,14.139,0
0,0,21.86965714,140.29513,0.557,5.5177,125.5,1.51,790.0,92.0,43.5,6214.0,4.238,1.297,10.565749999999998,1
0,0,9.02436414,133.54199,0.014,3.011,214.6,1.62,939.0,183.39,23.5,5885.0,4.348,1.111,13.642,1
0,0,17.3408735,138.96694,0.489,3.398,159.0,1.43,755.0,76.86,13.5,5885.0,4.348,1.111,13.642,1
0,1,0.814280672,131.64736,0.701,2.326,134.9,1.91,2563.0,2761.2975000000006,12.3,6366.0,4.167,1.543,11.751,0
1,1,0.878855771,131.49524,0.41,1.1014,269.7,1.57,1864.0,2761.2975000000006,25.3,5727.0,4.438,0.937,14.853,0
1,1,2.49432176,133.61066,0.069,2.3269,5385.612499999999,8.91,1342.0,766.49,43.2,5780.0,4.438,1.0,17.69,0
0,1,1.00652785,131.71627,0.467,1.3175,125.9,1.03,1815.0,2556.97,17.9,6089.0,4.527,0.889,14.716,0
0,1,1.99566293,132.8585,0.564,4.514,197.0,1.11,1182.0,462.26,21.9,5235.0,4.595,0.771,15.734,0
0,1,0.755111225,131.80687,0.694,3.164,168.0,1.38,1999.0,2761.2975000000006,76.4,5780.0,4.438,1.0,13.573,0
0,0,25.8730914,143.28644,0.196,5.085,694.4,2.88,667.0,46.82,20.1,6036.0,4.382,1.093,15.323,1
0,0,20.2642023,135.27919,0.914,4.664,185.3,2.12,770.0,82.92,19.9,5937.0,4.251,1.291,13.701,1
1,0,1.28132831,169.665953,0.926,0.9157,525.5,4.52,2215.0,2761.2975000000006,196.4,5918.0,3.978,1.596,12.107,0
0,0,7.44136102,137.74695,0.862,4.554,79.7,1.33,1075.0,315.02,14.2,5937.0,4.251,1.291,13.701,1
0,0,87.105456694375,148.53067,0.947,7.208,538.0,2.17,300.0,1.93,20.5,5010.0,4.623,0.715,14.699,1
0,1,3.84933401,134.43526,0.591,2.299,503.9,2.12,1147.0,408.84,13.6,5984.0,4.521,0.906,15.851,0
1,0,87.105456694375,163.56212,1.257,2.558,2951.0,22.19,240.0,0.78,18.9,4412.0,4.662,0.623,15.823,0
0,0,6.4802138,132.8598,0.725,3.27,142.0,1.26,934.0,180.05,13.7,5496.0,4.417,0.983,14.421,1
1,1,21.3910125,141.29764,0.347,3.512,645.8,1.72,483.0,12.88,25.1,4889.0,4.637,0.686,14.985,0
0,0,14.3832267,140.57648,0.7,8.378,178.5,1.84,889.0,147.78,39.0,6115.0,4.249,1.291,13.312,1
0,0,47.3186631,170.06035,0.189,10.465,263.4,2.1,598.0,30.22,36.2,6115.0,4.249,1.291,13.312,1
0,0,11.12827427,139.54417,0.594,2.6118,5385.612499999999,4.04,408.0,6.52,65.6,4196.5,4.744,0.503,16.835,1
0,0,2.21571296,131.82107,0.796,1.8211,285.1,1.7,1283.0,638.56,22.1,5417.0,4.447,0.901,15.392,1
0,0,3.35184041,131.64441,0.091,1.9855,345.3,1.88,1294.0,661.69,20.0,6198.0,4.464,1.005,15.526,1
0,1,1.615758517,131.68535,0.234,1.734,41.7,1.31,2158.0,2761.2975000000006,18.0,5622.0,3.813,2.017,12.743,0
0,0,3.4462125,132.22894,0.704,2.101,83.5,0.7,1015.0,251.24,15.6,5374.0,4.555,0.721,13.851,1
0,0,2.005414293,133.24526,0.874,1.934,59.5,0.65,1216.0,516.85,13.9,5374.0,4.555,0.721,13.851,1
0,1,1.868564038,132.51442,0.456,1.192,176.7,1.4,1565.0,1417.56,17.2,6065.0,4.427,1.023,14.944,0
0,0,15.1408916,143.74584,0.136,4.359,476.8,1.93,714.0,61.42,20.1,5926.0,4.532,0.887,15.679,1
0,0,2.44358543,132.80194,0.258,1.852,59.1,0.67,1249.0,574.37,11.9,5561.0,4.486,0.873,13.348,1
0,1,1.7592691,132.07552,0.564,2.381,140.4,1.21,1519.0,1254.94,13.5,5784.0,4.416,0.984,15.229,0
0,0,2.226496196,133.37195,0.048,1.7073,1839.1,2.1,697.0,55.76,36.0,4196.5,4.744,0.503,16.835,1
0,0,0.962864171,132.12548,0.736,1.6802,303.5,1.52,1666.0,1828.67,31.6,5704.0,4.575,0.804,15.81,1
0,0,16.23847733,171.019564,0.766,3.9699,646.7,2.76,711.0,60.35,125.8,5683.0,4.422,0.993,10.565749999999998,1
0,0,4.76831033,134.86116,0.191,3.2363,251.8,1.78,1219.0,522.81,35.4,6237.0,4.374,1.116,14.083,1
0,0,44.616751,164.45238,0.618,7.831,239.7,2.31,693.0,54.56,28.4,6763.0,4.22,1.424,13.791,1
0,1,1.714410345,131.86549,0.56,3.336,50.4,1.84,2551.0,2761.2975000000006,22.9,6340.0,3.7465000000000015,2.0783750000000003,13.297,0
0,0,3.40165617,132.06195,0.906,1.9617,155.9,1.34,1236.0,552.42,19.9,6177.0,4.516,0.906,14.497,1
0,0,14.00948631,132.96947,0.268,3.399,169.9,0.98,617.0,34.32,22.6,5153.0,4.551,0.767,13.38,1
0,1,1.703359172,132.46185,0.152,1.914,57.6,0.69,1525.0,1284.58,13.9,6026.0,4.503,0.904,13.778,0
0,1,3.77881664,134.208,0.628,5.819,47.1,3.99,2580.0,2761.2975000000006,22.2,6115.0,3.7465000000000015,2.0783750000000003,12.923,0
0,0,1.311558909,131.53283,0.218,1.919,141.3,1.15,1655.0,1776.99,17.2,5926.0,4.501,0.963,15.371,1
0,0,1.291233083,131.99105,0.2,1.855,66.0,0.89,1887.0,2761.2975000000006,15.9,6384.0,4.419,1.086,14.135,1
0,0,10.573751447,175.067739,0.785,1.7259,298.9,2.07,844.0,120.25,82.0,5720.0,4.4,1.08,11.457,1
0,0,3.7847507,133.50785,0.021,2.924,33.5,0.7,1311.0,699.15,12.2,6017.0,4.326,1.206,12.581,1
0,0,18.2206024,141.37607,0.125,5.109,201.8,1.78,786.0,90.43,19.7,5951.0,4.283,1.262,14.544,1
0,0,47.4497134,173.4565,0.016,10.675,206.4,1.61,551.0,21.82,16.9,6007.0,4.353,1.126,14.089,1
0,0,0.929906166,132.25126,0.102,1.743,108.7,1.48,2291.0,2761.2975000000006,79.7,6039.0,4.169,1.413,12.41,1
0,1,0.784513087,131.98751,0.029,1.9206,316.6,56.65125,2797.125,2761.2975000000006,47.7,4196.5,3.7465000000000015,2.0783750000000003,13.819,0
0,0,4.11585514,134.11726,0.807,1.4858,425.8,1.93,895.0,151.55,20.8,4827.0,4.508,0.823,15.141,1
0,0,33.878639,160.21869,0.923,6.194,700.1,3.52,564.0,24.0,27.9,5533.0,4.348,1.072,15.16,1
0,0,27.5722144,145.39543,0.562,5.256,296.3,1.94,636.0,38.62,20.0,5912.0,4.397,1.09,14.718,1
0,0,2.12821621,132.48055,0.098,3.146,25.9,0.7,1668.0,1831.55,22.1,5952.0,4.227,1.377,11.126,1
0,1,0.703399912,131.65929,0.393,0.823,531.4,2.15,2013.0,2761.2975000000006,32.0,5955.0,4.52,0.91,15.728,0
1,0,2.5355023,132.20054,0.965,7.189,354.6,2.7,1477.0,1127.68,37.6,6268.0,4.429,1.1,15.273,0
0,1,1.332560553,132.05303,0.37,3.315,31.7,0.4,1249.0,574.99,26.1,4947.0,4.621,0.714,12.912,0
0,0,18.936061,139.0725,0.285,12.28915,24.3,0.34,516.0,16.7,14.0,4947.0,4.621,0.714,12.912,0
0,0,10.65275054,136.08994,0.051,2.684,740.7,2.2,737.0,69.81,17.5,5602.0,4.571,0.817,15.97,1
0,0,3.30040818,133.56723,0.008,4.462,98.8,1.43,1543.0,1341.9,19.3,6333.0,4.229,1.438,13.749,1
0,1,5.62950902,136.8607,0.974,6.542,297.5,2.11,979.0,216.41,14.3,5822.0,4.529,0.898,15.957,0
0,0,54.4099612,175.40307,0.157,9.314,193.0,1.56,513.0,16.35,20.8,5746.0,4.309,1.133,13.852,1
1,1,9.12209336,138.83306,1.236,4.347,906.8,28.17,863.0,131.35,22.2,5899.0,4.499,0.96,15.676,0
0,0,13.84984567,141.64914,0.012,7.2783,84.6,1.45,977.0,214.98,35.2,5919.0,4.042,1.585,11.866,1
0,0,6.12479773,134.93803,0.79,3.466,129.3,1.51,1140.0,399.43,20.1,6052.0,4.285,1.202,13.268,1
0,0,11.24284815,136.32084,0.52,4.241,136.0,1.44,931.0,177.7,17.4,6052.0,4.285,1.202,13.268,1
0,0,4.02877097,133.76774,0.193,3.173,100.4,1.21,1311.0,699.45,18.6,6052.0,4.285,1.202,13.268,1
0,0,8.92114318,137.49071,0.12,3.933,110.8,1.27,1006.0,241.79,15.3,6052.0,4.285,1.202,13.268,1
0,0,7.81285862,172.6138,0.03,4.098,117.3,1.68,1196.0,483.06,32.3,6237.0,4.136,1.543,10.565749999999998,1
0,0,0.916142298,132.02221,0.232,1.1555,98.5,0.6,1212.0,507.47,23.0,4374.0,4.639,0.614,14.107,1
0,1,0.597933473,131.95386,0.562,1.918,106.0,1.24,2564.0,2761.2975000000006,26.0,6543.0,4.382,1.159,13.364,0
1,1,2.69636494,132.99372,0.628,3.892,109.0,1.24,1406.0,925.14,22.2,5653.0,4.25,1.139,14.515,0
0,1,3.17319407,133.38365,0.211,2.512,135.8,0.91,1077.0,318.23,16.2,5369.0,4.508,0.784,14.162,0
0,1,5.24368302,132.7109,0.006,10.873,225.4,0.91,654.0,43.13,36.9,4196.5,4.633,0.629,15.29,0
0,1,5.1952021,133.34401,0.604,2.1552,320.8,1.37,836.0,115.35,17.7,5044.0,4.551,0.738,14.937,0
0,1,0.591280187,131.74406,0.395,1.1656,135.0,1.3,2385.0,2761.2975000000006,21.6,6246.0,4.433,1.092,15.046,0
1,1,1.465943491,132.32801,0.211,1.513,52.3,1.6,2472.0,2761.2975000000006,15.8,6230.0,3.847,2.0783750000000003,13.147,0
0,0,28.45489091,176.706265,0.5,8.1593,1418.6,6.08,769.0,82.7,244.7,6206.0,4.159,1.573,11.684,1
0,1,0.620739667,132.10051,1.158,2.477,108.2,29.28,2797.125,2761.2975000000006,30.8,6559.0,4.133,1.602,12.878,0
1,0,0.587470828,131.49788,1.161,2.4382,193.8,51.02,2797.125,2761.2975000000006,48.3,5787.0,3.7465000000000015,2.0783750000000003,13.744,0
1,1,0.934924739,132.17846,0.309,2.052,73.8,2.29,2797.125,2761.2975000000006,20.3,6477.0,3.781,2.0783750000000003,12.31,0
1,1,25.7054557,156.66709,0.722,6.059,266.3,1.75,670.0,47.76,27.6,6326.0,4.459,1.001,13.859,0
0,1,2.62838097,131.62343,0.087,3.193,89.9,1.01,1375.0,846.09,15.3,5884.0,4.408,1.07,14.037,0
0,0,1.877878538,132.26131,0.248,2.39,47.5,0.78,1701.0,1977.35,20.6,6324.0,4.352,1.115,13.295,1
0,0,35.3331932,153.98249,0.656,5.966,99.7,1.55,670.0,47.52,28.8,5788.0,4.122,1.474,11.197,1
0,0,15.0896415,175.95371,0.02,4.3349,77.8,1.42,968.0,207.64,29.5,6063.0,4.061,1.613,11.39,1
0,0,5.30873978,134.25061,0.173,3.018,127.5,1.08,1042.0,279.21,16.7,5914.0,4.483,0.955,14.699,1
0,0,0.740926358,131.91163,0.202,1.0163,195.5,1.22,1873.0,2761.2975000000006,20.0,5618.0,4.494,0.874,15.918,1
0,1,75.8580035,165.5543,0.935,5.382,1148.4,2.72,281.0,1.47,16.1,4474.0,4.67,0.614,15.398,0
0,1,7.72768833,136.19387,0.203,2.06,404.8,1.89,899.0,154.46,14.6,5765.0,4.468,0.94,15.648,0
0,0,14.8877665,141.95432,0.795,4.981,252.5,1.96,831.0,112.85,28.4,6143.0,4.344,1.116,13.914,1
0,0,4.52158614,133.21804,0.203,3.4702,106.2,1.31,1214.0,513.68,26.2,5576.0,4.201,1.289,13.836,1
0,1,2.007750531,132.57843,0.42,2.0715,352.0,1.64,1319.0,716.79,21.8,5645.0,4.549,0.865,15.664,0
0,0,7.03146295,134.4525,0.014,5.922,85.4,1.38,1194.0,480.26,33.8,6170.0,4.192,1.499,12.805,1
0,0,54.2811949,140.71639,0.85,5.517,147.8,2.07,604.0,31.45,20.0,6170.0,4.192,1.499,12.805,1
0,1,0.596087893,131.82296,0.283,0.7159,105.1,1.92,2797.125,2761.2975000000006,30.3,6049.0,3.997,1.827,13.484,0
0,0,12.58229808,175.02129,0.044,6.375,118.7,1.53,917.0,167.41,62.1,5587.0,4.091,1.423,11.411,1
1,1,7.12684695,137.42807,0.71,3.179,206.3,1.38,941.0,185.17,20.7,6050.0,4.525,0.896,14.8,0
1,1,0.661749944,131.86076,1.169,4.112,215.6,23.92,2420.0,2761.2975000000006,34.5,6363.0,4.386,1.198,15.396,0
