rowid,kepid,koi_disposition,koi_pdisposition,koi_fpflag_ss,koi_fpflag_co,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,label
341,10480921,FALSE POSITIVE,FALSE POSITIVE,0,1,2.037440623,133.59962,0.715,3.442,118.6,1.19,1572.0,1448.05,27.0,6253.0,4.415,1.015,295.79526,47.66396,14.187,0
343,10350571,CONFIRMED,CANDIDATE,0,0,31.5925809,142.9649,0.283,12.28915,145.1,1.78,688.0,53.09,25.5,5676.0,4.1,1.487,295.92065,47.448608,13.29,1
344,3749365,CONFIRMED,CANDIDATE,0,0,1.97376085,178.6894194,0.337,1.82542,5385.612499999999,8.78,753.0,76.1,255.76250000000002,4196.5,4.762,0.503,292.0683,38.84227,15.715,1
346,11673674,FALSE POSITIVE,FALSE POSITIVE,1,1,4.618767792,133.386535,0.766,5.9957,4399.1,7.48,1170.0,442.78,255.76250000000002,6013.0,4.381,1.033,297.31006,49.703041,13.652,0
347,11013201,FALSE POSITIVE,FALSE POSITIVE,0,0,7.82187328,123.49907,0.005,3.8417,42.2,2.78,2101.0,2761.2975000000006,37.2,7221.0,3.7465000000000015,2.0783750000000003,282.00031,48.542221,10.565749999999998,0
349,3632418,CONFIRMED,CANDIDATE,0,0,2.785821236,228.323880625,0.893,3.5599,68.9,1.69,1784.0,2388.98,53.6,6202.0,4.026,1.733,287.36182,38.714016,10.565749999999998,1
350,3441784,FALSE POSITIVE,FALSE POSITIVE,1,0,52.56901867,184.971267,1.197,6.7507,5385.612499999999,56.65125,737.0,69.62,184.3,7240.0,4.178,1.717,290.94437,38.538868,10.565749999999998,0
351,5820218,FALSE POSITIVE,FALSE POSITIVE,0,1,3.411758679,133.18086,1.213,3.158,570.6,14.71,684.0,51.85,35.6,4196.5,4.71,0.561,298.9917,41.074989,15.258,0
352,5876368,FALSE POSITIVE,FALSE POSITIVE,1,1,0.525426427,133.187901,0.113,1.0801,324.6,1.45,2069.0,2761.2975000000006,63.6,5791.0,4.575,0.802,291.82181,41.11269,14.797,0
353,5809890,CONFIRMED,CANDIDATE,0,0,1.269091415,133.343682,0.412,1.4647,340.9,1.41,1331.0,740.47,73.5,5041.0,4.576,0.766,296.86099,41.09734,13.999,1
355,9048161,FALSE POSITIVE,FALSE POSITIVE,1,1,8.667822346,137.341841,1.276,4.9658,2121.9,56.65125,1303.0,681.39,187.6,6266.0,3.923,1.889,299.39972,45.316051,13.03,0
356,3218908,CONFIRMED,CANDIDATE,0,0,1.475323222,131.83272,0.136,2.3155,154.9,5.88,2740.0,2761.2975000000006,27.2,4941.0,3.7465000000000015,2.0783750000000003,286.49042,38.374908,14.604,1
357,3218908,CONFIRMED,CANDIDATE,0,0,4.15246118,134.57991,0.639,2.5755,223.4,7.62,1941.0,2761.2975000000006,24.5,4941.0,3.7465000000000015,2.0783750000000003,286.49042,38.374908,14.604,1
358,3235672,FALSE POSITIVE,FALSE POSITIVE,0,0,6.7210783,134.7775984,0.576,7.46,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,291.6069,38.348061,14.792,0
359,2837111,CONFIRMED,CANDIDATE,0,0,8.7348852,135.0818,0.314,4.49,270.7,1.59,890.0,148.62,24.8,5982.0,4.493,0.96,287.44409,38.088428,14.794,1
360,3120276,FALSE POSITIVE,FALSE POSITIVE,0,1,10.26547688,136.49663,0.69,3.733,399.6,1.81,770.0,83.13,20.1,5699.0,4.553,0.853,292.27905,38.284531,15.212,0
362,3547091,FALSE POSITIVE,FALSE POSITIVE,1,0,3.305577989,180.68154,1.145,2.5903,5385.612499999999,25.89,1027.0,263.55,39.6,5534.0,4.629,0.707,292.07849,38.631481,15.537,0
363,3869825,FALSE POSITIVE,FALSE POSITIVE,1,0,4.800653901,134.365782,0.785,9.0419,5385.612499999999,16.91,1347.0,778.45,255.76250000000002,6715.0,4.347,1.241,296.13391,38.999008,13.32,0
364,3655332,FALSE POSITIVE,FALSE POSITIVE,1,1,15.06649901,140.654788,1.018,5.9885,5385.612499999999,56.44,932.0,177.96,154.6,5751.0,4.028,1.626,293.92599,38.73798,13.855,0
365,4042026,FALSE POSITIVE,FALSE POSITIVE,1,0,34.82008158,163.015559,0.663,11.1711,5385.612499999999,11.36,459.0,10.49,255.76250000000002,5114.0,4.522,0.784,286.86926,39.103729,15.187,0
366,3344419,FALSE POSITIVE,FALSE POSITIVE,0,0,0.651784374,133.111707,1.224,2.0141,2779.3,33.65,2090.0,2761.2975000000006,195.2,5555.0,4.375,1.061,291.99988,38.437698,14.997,0
368,11494130,FALSE POSITIVE,FALSE POSITIVE,0,0,18.95491633,228.323880625,1.228,12.28915,867.5,56.65125,1139.0,397.48,249.3,6362.0,3.761,2.0783750000000003,284.02679,49.415428,10.988,0
369,5648449,FALSE POSITIVE,FALSE POSITIVE,1,0,4.348866254,228.323880625,1.187,3.2797,625.6,56.65125,2797.125,2761.2975000000006,56.3,4196.5,3.7465000000000015,2.0783750000000003,298.80411,40.843563,10.68,0
370,12167361,FALSE POSITIVE,FALSE POSITIVE,1,0,47.93094546,179.096467,1.272,2.6897,2144.4,56.65125,905.0,158.41,221.1,7256.5,4.104,1.938,295.59872,50.720669,10.565749999999998,0
371,8607720,FALSE POSITIVE,FALSE POSITIVE,0,0,3.99751422,228.323880625,0.0303,3.686,32.8,2.98,2203.0,2761.2975000000006,6.1,5066.0,3.7465000000000015,2.0783750000000003,283.73642,44.71331,10.733,0
372,1433962,FALSE POSITIVE,FALSE POSITIVE,1,1,1.592633181,133.9243804,0.003,5.5605,633.1,1.56,1053.0,290.51,66.9,4506.0,4.626,0.651,291.76196,37.09864,15.47,0
373,9032900,FALSE POSITIVE,FALSE POSITIVE,0,0,67.5923754,151.75056,0.728,12.249,4158.1,12.1,588.0,28.2,60.9,6038.0,4.082,1.744,295.58658,45.364979,13.675,0
374,5956342,CONFIRMED,CANDIDATE,0,0,17.02902786,143.33395,0.202,4.645,568.9,2.54,755.0,76.66,29.8,5839.0,4.327,1.067,290.51047,41.24482,15.381,1
375,5956342,CONFIRMED,CANDIDATE,0,0,6.84619236,132.17265,0.077,3.529,246.8,1.67,1022.0,258.41,17.7,5839.0,4.327,1.067,290.51047,41.24482,15.381,1
376,5956342,CONFIRMED,CANDIDATE,0,0,67.8321638,125.881,0.027,7.358,507.8,2.39,476.0,12.14,15.5,5839.0,4.327,1.067,290.51047,41.24482,15.381,1
377,5956342,CONFIRMED,CANDIDATE,0,0,43.1312147,166.26105,0.67,3.198,447.8,2.39,554.0,22.21,11.8,5839.0,4.327,1.067,290.51047,41.24482,15.381,1
378,5956656,CONFIRMED,CANDIDATE,0,0,1.224866441,133.20824,0.286,1.7086,196.0,1.54,1741.0,2174.33,21.1,5553.0,4.32,1.107,290.60794,41.201092,15.376,1
380,2854914,CONFIRMED,CANDIDATE,0,0,25.93406406,149.76273,0.014,4.6142,414.5,2.48,695.0,55.1,42.2,5952.0,4.287,1.225,291.97617,38.05508,13.703,1
381,2854914,CONFIRMED,CANDIDATE,0,0,83.4463485,158.68061,0.058,6.536,503.0,2.73,471.0,11.59,36.1,5952.0,4.287,1.225,291.97617,38.05508,13.703,1
382,3337425,FALSE POSITIVE,FALSE POSITIVE,0,1,7.04710032,139.79737,1.195,2.926,400.9,25.2,986.0,223.84,24.0,5766.0,4.363,1.068,290.13492,38.404221,14.928,0
383,3116412,CONFIRMED,CANDIDATE,0,0,12.99204853,136.32016,0.091,6.0175,270.6,2.03,866.0,132.94,38.7,5765.0,4.236,1.242,291.42358,38.216591,13.974,1
384,3865567,FALSE POSITIVE,FALSE POSITIVE,1,1,11.11620211,133.100575,0.937,4.211,4843.9,8.96,853.0,125.21,115.3,6122.0,4.471,0.996,295.29193,38.964588,15.38,0
385,3544689,FALSE POSITIVE,FALSE POSITIVE,1,1,1.922861499,134.658644,0.943,3.5734,1916.2,5.09,1392.0,884.12,103.4,5778.0,4.531,0.911,291.44507,38.637211,14.942,0
386,4037164,FALSE POSITIVE,FALSE POSITIVE,1,1,0.635445336,134.184037,1.253,1.8592,2547.4,19.0,1177.0,451.42,182.2,4196.5,4.7,0.55,285.08026,39.18211,15.432,0
387,3443790,FALSE POSITIVE,FALSE POSITIVE,1,1,1.665784138,133.863028,1.27,1.8946,2006.2,56.65125,2636.0,2761.2975000000006,148.0,6261.0,3.7465000000000015,2.0783750000000003,291.47629,38.50058,11.84,0
388,3966912,FALSE POSITIVE,FALSE POSITIVE,1,1,55.6639167,156.35017,1.298,12.28915,3414.4,34.14,434.0,8.38,103.4,5587.0,4.528,0.853,294.74054,39.015511,15.593,0
389,8394721,CONFIRMED,CANDIDATE,0,0,52.09081627,158.744665,0.065,8.6388,2894.1,7.14,592.0,29.07,243.5,6198.0,4.237,1.324,300.51712,44.38158,13.914,1
390,11607193,FALSE POSITIVE,FALSE POSITIVE,0,0,7.1548608,228.323880625,0.9848,7.694,780.4,7.41,1482.0,1141.57,24.2,7256.5,4.166,1.739,289.87411,49.68549,12.616,0
392,10227501,FALSE POSITIVE,FALSE POSITIVE,0,1,2.002779769,228.323880625,0.242,2.231,260.5,1.42,1311.0,696.4,22.2,5346.0,4.44,0.892,298.44775,47.264999,14.606,0
393,2854698,CONFIRMED,CANDIDATE,0,0,8.18739443,228.323880625,0.377,3.0472,517.6,1.92,782.0,88.36,38.4,5251.0,4.494,0.849,291.92596,38.014118,14.138,1
394,2854698,CONFIRMED,CANDIDATE,0,0,76.0498163,161.71445,0.015,7.158,445.9,1.75,372.0,4.53,17.4,5251.0,4.494,0.849,291.92596,38.014118,14.138,1
395,8559644,CONFIRMED,CANDIDATE,0,0,3.341799486,141.35472,0.426,2.9254,178.2,1.67,1356.0,798.41,48.8,5873.0,4.293,1.235,291.65317,44.688271,13.492,1
396,6032981,FALSE POSITIVE,FALSE POSITIVE,0,0,3.3226948,134.444,0.4722,3.568,78.7,15.33,2797.125,2761.2975000000006,8.6,5234.0,3.7465000000000015,2.0783750000000003,288.68259,41.30732,11.899,0
397,5866099,FALSE POSITIVE,FALSE POSITIVE,1,1,36.97708808,133.62681,1.246,4.737,1269.9,38.6,602.0,31.08,59.2,5589.0,4.193,1.239,288.44287,41.17218,13.698,0
398,5964985,FALSE POSITIVE,FALSE POSITIVE,0,0,1.851409163,133.17995,1.1117,10.232,232.5,20.42,2154.0,2761.2975000000006,54.4,7117.0,4.176,1.469,293.2735,41.25769,13.473,0
399,6066416,FALSE POSITIVE,FALSE POSITIVE,0,1,1.303859704,134.21201,0.674,2.8239,36.7,0.98,2393.0,2761.2975000000006,34.7,6802.0,4.103,1.521,298.13794,41.334358,11.558,0
400,1996679,FALSE POSITIVE,FALSE POSITIVE,1,1,87.105456694375,146.0588,1.274,5.4126,2931.6,40.15,387.0,5.33,58.1,6148.0,4.346,1.095,286.49072,37.489979,13.884,0
401,2849805,CONFIRMED,CANDIDATE,0,0,3.749105745,135.10837,0.942,1.9826,182.6,1.68,1160.0,428.25,38.0,5751.0,4.447,0.983,290.88467,38.057571,13.333,1
402,3114811,CONFIRMED,CANDIDATE,0,0,11.08956602,141.76142,0.02,6.2877,148.1,3.51,1422.0,965.62,38.9,6353.0,3.7465000000000015,2.0783750000000003,291.03192,38.21196,12.808,1
404,3003992,FALSE POSITIVE,FALSE POSITIVE,0,0,7.24476126,139.10497,0.04,2.3145,58.0,0.65,837.0,116.02,27.2,5370.0,4.494,0.874,294.49011,38.194126,11.157,0
406,3554031,CONFIRMED,CANDIDATE,0,0,8.70798309,228.323880625,0.063,2.4904,1419.6,2.01,543.0,20.59,28.1,4362.0,4.722,0.554,293.80441,38.63913,15.842,1
407,3554031,FALSE POSITIVE,FALSE POSITIVE,0,1,14.8623076,228.323880625,0.324,3.161,840.0,1.57,454.0,10.08,14.4,4362.0,4.722,0.554,293.80441,38.63913,15.842,0
408,3554031,CONFIRMED,CANDIDATE,0,0,4.17634276,228.323880625,0.142,2.335,531.5,1.23,694.0,54.8,14.9,4362.0,4.722,0.554,293.80441,38.63913,15.842,1
409,8394721,CONFIRMED,CANDIDATE,0,0,27.40229859,133.6284,0.022,6.8491,747.5,3.63,734.0,68.46,79.3,6198.0,4.237,1.324,300.51712,44.38158,13.914,1
410,7295235,CONFIRMED,CANDIDATE,0,0,3.179267286,228.323880625,0.171,1.0246,200.9,1.21,1101.0,347.01,41.0,5511.0,4.554,0.857,295.57416,42.806438,12.55,1
411,2302548,CONFIRMED,CANDIDATE,0,0,10.38122447,228.323880625,0.319,2.715,801.5,2.18,672.0,48.37,41.9,5095.0,4.566,0.78,291.36478,37.609169,13.562,1
412,2302548,CONFIRMED,CANDIDATE,0,0,24.5709023,135.87209,0.945,3.587,764.2,2.82,505.0,15.33,26.3,5095.0,4.566,0.78,291.36478,37.609169,13.562,1
413,10743597,FALSE POSITIVE,FALSE POSITIVE,0,0,81.221876,184.26164,1.01,4.1135,5385.612499999999,16.59,385.0,5.2,63.0,5619.0,4.536,0.874,296.38229,48.045311,15.488,0
414,10743597,FALSE POSITIVE,FALSE POSITIVE,0,1,0.817026268,132.835239,0.01,2.0799,1145.5,2.92,1784.0,2386.13,121.1,5619.0,4.536,0.874,296.38229,48.045311,15.488,0
415,9818381,CONFIRMED,CANDIDATE,0,0,3.024092505,132.4168573,0.424,2.8021,5385.612499999999,12.14,1489.0,1162.54,255.76250000000002,6063.0,4.261,1.358,285.24084,46.668251,13.958,1
417,6060203,CONFIRMED,CANDIDATE,0,0,1.022678654,133.45422,0.019,1.3712,129.2,1.14,1734.0,2138.47,21.6,5366.0,4.363,1.02,296.68045,41.38652,14.803,1
418,5880320,CONFIRMED,CANDIDATE,0,0,12.10968709,140.21258,0.924,6.3461,284.7,2.98,1005.0,240.8,33.4,6021.0,4.093,1.458,293.08463,41.135441,14.348,1
419,5880320,CONFIRMED,CANDIDATE,0,0,4.75796103,137.69636,0.621,4.66,124.5,1.7,1372.0,835.65,20.9,6021.0,4.093,1.458,293.08463,41.135441,14.348,1
420,5880320,CONFIRMED,CANDIDATE,0,0,20.4972755,147.43894,0.966,8.536,242.9,2.96,843.0,119.42,22.8,6021.0,4.093,1.458,293.08463,41.135441,14.348,1
421,3003992,FALSE POSITIVE,FALSE POSITIVE,0,1,13.55480534,139.81609,0.497,2.288,48.3,0.62,679.0,50.41,16.5,5370.0,4.494,0.874,294.49011,38.194126,11.157,0
422,6307537,FALSE POSITIVE,FALSE POSITIVE,1,0,29.74454668,172.386652,0.337,12.28915,5385.612499999999,20.06,455.0,10.1,255.76250000000002,4889.0,4.569,0.788,297.75708,41.680454,11.753,0
423,6359798,FALSE POSITIVE,FALSE POSITIVE,1,0,14.15402428,140.698466,1.1,4.47001,5385.612499999999,53.25,777.0,86.13,255.76250000000002,5850.0,4.404,1.037,290.35294,41.769741,12.932,0
424,6311681,FALSE POSITIVE,FALSE POSITIVE,1,1,0.844786082,134.216987,1.297,3.5289,2468.5,35.27,1864.0,2761.2975000000006,245.6,5705.0,4.452,0.915,298.71152,41.635792,15.363,0
425,6365321,FALSE POSITIVE,FALSE POSITIVE,1,0,0.848483947,133.585301,1.264,1.4451,1907.4,32.11,1908.0,2761.2975000000006,185.0,5941.0,4.504,0.936,292.23679,41.7393,15.323,0
426,6301035,FALSE POSITIVE,FALSE POSITIVE,1,1,11.99097576,143.28437,1.269,5.7401,2124.3,37.47,880.0,141.63,102.8,6110.0,4.352,1.072,296.29855,41.602718,14.977,0
427,3859079,CONFIRMED,CANDIDATE,0,0,53.5292702,147.86464,0.346,5.668,1086.1,2.28,348.0,3.48,34.5,4736.0,4.624,0.708,293.74393,38.939281,14.887,1
428,3557493,FALSE POSITIVE,FALSE POSITIVE,0,0,0.393726813,133.310396,1.1898,2.95,564.6,24.17,2705.0,2761.2975000000006,64.8,6277.0,4.449,1.031,294.65121,38.636459,15.025,0
430,3444588,CONFIRMED,CANDIDATE,0,0,0.928310036,133.80358,0.181,1.1899,376.2,1.16,1115.0,365.72,22.6,4196.5,4.672,0.602,291.69247,38.572899,15.854,1
431,8394721,CONFIRMED,CANDIDATE,0,0,13.48457668,136.61808,0.011,5.0197,653.5,3.39,929.0,176.29,80.8,6198.0,4.237,1.324,300.51712,44.38158,13.914,1
432,3962243,CONFIRMED,CANDIDATE,0,0,31.8841473,160.20696,0.938,6.122,910.0,3.7,563.0,23.82,25.3,5779.0,4.477,0.974,293.56815,39.03632,15.368,1
434,10015516,FALSE POSITIVE,FALSE POSITIVE,0,0,67.69213907,138.534171,0.5581,12.28915,5385.612499999999,56.65125,1173.0,448.21,255.76250000000002,5355.0,3.7465000000000015,2.0783750000000003,293.47363,46.970402,10.7,0
435,10154388,CONFIRMED,CANDIDATE,0,0,12.06222962,138.22229,0.392,2.0584,300.2,1.62,750.0,74.8,32.4,5547.0,4.451,0.933,296.49612,47.182861,13.581,1
436,1432789,CONFIRMED,CANDIDATE,0,0,9.93146307,136.49128,0.037,5.678,398.6,2.41,931.0,177.83,26.2,5782.0,4.28,1.22,291.49942,37.05928,15.214,1
437,1718189,CONFIRMED,CANDIDATE,0,0,21.85362905,144.32031,0.676,3.439,355.6,1.75,618.0,34.57,23.0,5830.0,4.54,0.876,290.72867,37.252651,14.246,1
438,5880320,CONFIRMED,CANDIDATE,0,0,8.19345065,138.99617,0.815,5.234,115.4,1.74,1144.0,405.75,15.7,6021.0,4.093,1.458,293.08463,41.135441,14.348,1
439,5130369,FALSE POSITIVE,FALSE POSITIVE,1,1,19.97867,137.17061,0.923,10.168,944.3,6.85,1351.0,788.02,86.2,7256.5,4.229,1.895,299.15353,40.286961,13.849,0
440,6037187,CONFIRMED,CANDIDATE,0,0,41.8059544,142.81919,0.029,6.057,434.4,2.02,533.0,19.02,28.3,5907.0,4.445,0.973,290.1315,41.3815,14.502,1
441,6147122,FALSE POSITIVE,FALSE POSITIVE,1,1,15.45158184,142.21096,0.636,2.406,85.3,2.02,1285.0,643.83,21.0,7256.5,4.08,2.069,297.98123,41.44487,11.798,0
442,8257407,FALSE POSITIVE,FALSE POSITIVE,1,0,87.105456694375,176.3060152,0.684,5.5418,5385.612499999999,56.65125,554.0,22.33,255.76250000000002,6214.0,4.021,1.583,299.0209,44.17276,13.624,0
444,3964562,FALSE POSITIVE,FALSE POSITIVE,1,1,3.012476582,135.259271,1.261,3.1424,1138.5,56.65125,2371.0,2761.2975000000006,253.4,7256.5,4.137,2.031,294.1434,39.089779,12.403,0
445,5735762,CONFIRMED,CANDIDATE,0,0,4.77800306,124.061465,0.02,2.7361,473.0,1.85,932.0,177.79,115.4,5192.0,4.489,0.873,299.13922,40.94902,13.04,1
446,6292162,FALSE POSITIVE,FALSE POSITIVE,1,0,7.814839231,228.323880625,0.945,3.0122,2010.3,5.33,903.0,156.74,100.0,5887.0,4.499,0.931,294.02725,41.675968,15.452,0
447,6307521,FALSE POSITIVE,FALSE POSITIVE,1,1,29.7452499,157.38519,0.941,12.28915,778.9,3.6,557.0,22.74,55.9,5334.0,4.372,1.004,297.75311,41.675991,15.259,0
448,6359320,CONFIRMED,CANDIDATE,0,0,5.32667299,228.323880625,0.043,3.4045,611.4,2.26,1007.0,242.97,34.1,5831.0,4.517,0.921,290.21518,41.77597,15.808,1
449,3848972,FALSE POSITIVE,FALSE POSITIVE,1,0,0.741057213,131.947273,1.26,1.05299,1996.3,26.67,1730.0,2128.29,251.9,5496.0,4.592,0.776,291.07126,38.999039,14.489,0
450,3860441,FALSE POSITIVE,FALSE POSITIVE,1,1,2.988085455,133.27252,1.216,3.68,802.8,21.81,1101.0,348.05,48.2,5497.0,4.577,0.809,294.07071,38.981331,15.381,0
451,3765771,FALSE POSITIVE,FALSE POSITIVE,1,1,2.783883492,133.227846,1.255,2.4546,903.9,56.65125,1934.0,2761.2975000000006,86.1,6028.0,3.835,2.0783750000000003,295.94055,38.876389,14.216,0
452,3557341,FALSE POSITIVE,FALSE POSITIVE,0,0,0.393727296,178.587454,1.228,3.02,903.5,23.05,2216.0,2761.2975000000006,82.4,5628.0,4.575,0.808,294.61893,38.611889,15.856,0
455,1718189,CONFIRMED,CANDIDATE,0,0,13.0607936,137.63148,0.718,3.215,236.6,1.45,734.0,68.66,19.4,5830.0,4.54,0.876,290.72867,37.252651,14.246,1
457,3858949,FALSE POSITIVE,FALSE POSITIVE,1,1,25.9518461,154.88212,1.22,12.28915,1058.5,22.32,521.0,17.37,65.8,5372.0,4.584,0.796,293.71075,38.983608,14.576,0
458,3858824,FALSE POSITIVE,FALSE POSITIVE,1,1,25.9518536,154.88278,1.25,12.28915,2017.9,24.6,494.0,14.09,79.4,5198.0,4.604,0.742,293.67657,38.991379,15.342,0
459,2157247,FALSE POSITIVE,FALSE POSITIVE,0,0,5.68628739,135.89269,0.8548,12.28915,5385.612499999999,4.5,1059.0,297.81,255.76250000000002,6052.0,4.442,0.956,290.77863,37.564079,14.378,0
460,7601633,FALSE POSITIVE,FALSE POSITIVE,1,0,15.663886949,147.395712,0.985,2.4775,5144.4,27.36,1060.0,298.77,175.9,5996.0,3.901,2.0783750000000003,289.87347,43.203838,13.439,0
461,8242681,FALSE POSITIVE,FALSE POSITIVE,1,0,4.020628573,133.638478,0.827,4.4085,5385.612499999999,16.94,1232.0,543.92,255.76250000000002,6210.0,4.45,1.033,295.03925,44.191059,15.472,0
463,8246781,FALSE POSITIVE,FALSE POSITIVE,1,0,87.105456694375,228.323880625,1.004,4.87326,5385.612499999999,49.82,379.0,4.89,255.76250000000002,6025.0,4.237,1.367,296.30942,44.165741,14.685,0
464,8264070,FALSE POSITIVE,FALSE POSITIVE,1,1,2.897432135,228.323880625,0.967,3.1793,1223.7,14.35,2170.0,2761.2975000000006,73.9,5970.0,3.7465000000000015,2.0783750000000003,300.867,44.14529,15.036,0
465,8222813,CONFIRMED,CANDIDATE,0,0,8.70420525,228.323880625,0.5,2.9385,1074.9,2.86,748.0,74.13,74.0,5074.0,4.474,0.863,287.5932,44.17942,15.07,1
466,6359320,CONFIRMED,CANDIDATE,0,0,8.1280933,228.323880625,0.357,3.727,224.1,1.39,875.0,138.51,10.7,5831.0,4.517,0.921,290.21518,41.77597,15.808,1
468,6362874,CONFIRMED,CANDIDATE,0,0,0.974868896,133.076265,0.12,1.6191,197.6,1.16,1612.0,1605.87,82.6,5487.0,4.563,0.832,291.43329,41.703442,13.507,1
469,6272413,CONFIRMED,CANDIDATE,0,0,4.89721006,133.39852,0.66,1.812,274.4,1.48,904.0,157.93,16.9,5093.0,4.483,0.847,287.27264,41.635559,15.456,1
470,8279765,FALSE POSITIVE,FALSE POSITIVE,1,0,2.757794163,135.232863,0.8,2.7644,5385.612499999999,20.05,1231.0,542.43,255.76250000000002,5747.0,4.514,0.891,282.60336,44.28698,15.235,0
471,8330548,FALSE POSITIVE,FALSE POSITIVE,0,1,1.914158508,134.644919,0.942,3.2917,5385.612499999999,13.63,1646.0,1730.47,124.6,6289.0,4.407,1.118,301.01672,44.233841,14.446,0
472,3348082,FALSE POSITIVE,FALSE POSITIVE,0,1,3.98216698,135.52749,0.775,2.396,381.3,3.32,1374.0,842.48,27.1,5570.0,4.066,1.548,292.92276,38.47728,15.035,0
473,3853673,FALSE POSITIVE,FALSE POSITIVE,1,1,0.643794198,133.984483,1.193,1.5662,456.7,19.51,2011.0,2761.2975000000006,53.7,5958.0,4.561,0.83,292.35287,38.942471,15.103,0
474,3447722,CONFIRMED,CANDIDATE,0,0,16.08832318,139.49184,0.648,5.731,597.8,3.42,875.0,138.64,31.3,6157.0,4.224,1.33,292.47971,38.514919,15.319,1
475,3447722,CONFIRMED,CANDIDATE,0,0,10.30067919,142.74251,0.004,4.885,271.8,2.2,1015.0,251.55,16.4,6157.0,4.224,1.33,292.47971,38.514919,15.319,1
476,3447722,CONFIRMED,CANDIDATE,0,0,35.6757453,145.00717,0.61,7.381,471.2,3.02,671.0,47.96,18.5,6157.0,4.224,1.33,292.47971,38.514919,15.319,1
478,1432214,FALSE POSITIVE,FALSE POSITIVE,1,0,87.105456694375,214.039,0.267,5.31,5385.612499999999,36.14,375.0,4.68,255.76250000000002,6018.0,4.327,1.212,291.38269,37.07299,15.661,0
479,2165002,CONFIRMED,CANDIDATE,0,0,16.56806842,146.15285,0.164,4.2647,1331.4,2.54,548.0,21.27,41.9,4987.0,4.602,0.716,292.46976,37.567791,15.391,1
480,2165002,CONFIRMED,CANDIDATE,0,0,47.3329299,151.41614,0.43,2.708,931.5,2.18,386.0,5.25,14.0,4987.0,4.602,0.716,292.46976,37.567791,15.391,1
481,2441728,FALSE POSITIVE,FALSE POSITIVE,0,1,0.856895349,133.67521,0.554,1.3078,82.2,0.82,1881.0,2761.2975000000006,33.1,6021.0,4.537,0.873,291.07446,37.744389,13.098,0
482,1871056,CONFIRMED,CANDIDATE,0,0,40.8065333,155.71586,0.016,12.28915,313.9,3.71,772.0,83.75,54.8,6207.0,3.963,2.0783750000000003,292.04462,37.37624,13.038,1
483,8222813,CONFIRMED,CANDIDATE,0,0,2.46697039,228.323880625,0.574,1.6345,308.7,1.56,1139.0,398.42,29.5,5074.0,4.474,0.863,287.5932,44.17942,15.07,1
485,8240904,CONFIRMED,CANDIDATE,0,0,6.61836309,228.323880625,0.043,3.6813,549.1,2.98,1066.0,304.65,31.5,5529.0,4.19,1.294,294.48438,44.166908,15.59,1
486,8240904,CONFIRMED,CANDIDATE,0,0,87.105456694375,228.323880625,0.003,8.042,1396.2,4.75,421.0,7.39,30.5,5529.0,4.19,1.294,294.48438,44.166908,15.59,1
488,8374494,FALSE POSITIVE,FALSE POSITIVE,1,1,5.251916208,228.323880625,1.256,4.9095,5385.612499999999,37.15,952.0,194.17,146.3,5542.0,4.52,0.872,294.99734,44.321388,15.756,0
489,5735762,CONFIRMED,CANDIDATE,0,0,9.673958488,125.339418,0.194,3.2641,952.7,2.63,736.0,69.42,178.0,5192.0,4.489,0.873,299.13922,40.94902,13.04,1
490,8414907,FALSE POSITIVE,FALSE POSITIVE,0,1,87.105456694375,228.323880625,1.256,8.702,5385.612499999999,29.55,313.0,2.26,63.2,5055.0,4.566,0.772,284.51962,44.453941,15.783,0
491,8414907,FALSE POSITIVE,FALSE POSITIVE,0,1,87.105456694375,228.323880625,0.576,7.13,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,284.51962,44.453941,15.783,0
492,8397446,FALSE POSITIVE,FALSE POSITIVE,0,1,0.986620248,228.323880625,1.252,3.9722,1345.8,43.98,2308.0,2761.2975000000006,117.7,6243.0,4.176,1.385,301.40067,44.318039,15.022,0
493,8386035,FALSE POSITIVE,FALSE POSITIVE,0,1,1.63484631,134.512115,0.576,6.11,507.45000000000005,2.68,928.0,2761.2975000000006,30.75,5779.5,4.438,1.0,298.21188,44.324638,12.647,0
494,3962243,CONFIRMED,CANDIDATE,0,0,14.12847677,142.8971,0.811,3.685,628.7,2.73,739.0,70.5,23.0,5779.0,4.477,0.974,293.56815,39.03632,15.368,1
495,3962243,CONFIRMED,CANDIDATE,0,0,48.6478543,172.1271,0.988,5.464,641.8,4.14,489.0,13.57,12.2,5779.0,4.477,0.974,293.56815,39.03632,15.368,1
496,3438507,CONFIRMED,CANDIDATE,0,0,8.39842977,136.31152,0.573,6.344,340.1,2.0,984.0,221.66,28.0,6309.0,4.441,1.044,290.0004,38.53989,15.291,1
497,3869014,CONFIRMED,CANDIDATE,0,0,8.63847391,139.94684,0.049,5.4566,395.9,5.99,1419.0,958.35,38.6,5684.0,3.7465000000000015,2.0783750000000003,295.97516,38.94664,14.507,1
