rowid,kepid,koi_disposition,koi_pdisposition,koi_fpflag_ss,koi_fpflag_co,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,label
6137,3242039,FALSE POSITIVE,FALSE POSITIVE,0,0,59.14382117,180.5653307,0.576,1.74,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,293.20349,38.341801,13.815,0
6138,3245638,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,1.2469,0.99,5385.612499999999,48.88,305.0,2.05,8.8,6106.0,4.487,0.966,294.04364,38.36454,13.122,0
6139,3329985,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,226.299,0.0515,5.034,820.0,0.82,135.0,0.08,6.0,4196.5,4.964,0.29,287.88785,38.49255,15.913,0
6141,3341982,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.1024,4.153,1491.0,2.98,198.0,0.36,5.8,5524.0,4.579,0.78,291.39856,38.446381,15.773,0
6142,3355104,FALSE POSITIVE,FALSE POSITIVE,1,0,47.0628978,171.94782,0.819,1.545,1647.0,4.1,483.0,12.9,14.5,5838.0,4.529,0.897,294.63104,38.404549,15.706,0
6143,4840327,FALSE POSITIVE,FALSE POSITIVE,1,0,26.737139497,146.8472356,0.734,4.68919,5385.612499999999,29.28,655.0,43.59,255.76250000000002,5794.0,4.317,1.155,293.13907,39.925739,12.688,0
6144,4843751,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.1879,2.562,920.0,3.04,279.0,1.43,6.5,6063.0,4.47,1.001,294.06229,39.902229,15.503,0
6145,4856592,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.0046,3.875,382.0,7.1,410.0,6.7,9.4,5071.0,3.7465000000000015,2.0783750000000003,296.93536,39.924927,11.372,0
6146,4863260,FALSE POSITIVE,FALSE POSITIVE,0,1,0.987069622,131.9133173,0.2,1.0092,384.8,2.43,2232.0,2761.2975000000006,2.5,6602.0,4.354,1.223,298.34821,39.97628,13.114,0
6147,4902673,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.0651,12.11,337.0,1.39,232.0,0.68,6.0,5576.0,4.56,0.758,283.89719,40.071369,14.576,0
6150,4914399,FALSE POSITIVE,FALSE POSITIVE,0,0,1.23708565,132.7235,1.222,5.743,803.8,36.31,2174.0,2761.2975000000006,55.3,6556.0,4.243,1.324,288.97766,40.010529,14.462,0
6151,5967194,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.1282,8.73,522.6,14.02,441.0,8.95,11.8,4949.0,3.7465000000000015,2.0783750000000003,293.91647,41.24197,12.519,0
6152,5980354,FALSE POSITIVE,FALSE POSITIVE,0,0,1.573020098,132.28063,1.184,12.28915,292.2,31.6,2113.0,2761.2975000000006,195.5,6770.0,4.232,1.449,297.10431,41.219921,10.565749999999998,0
6154,5989391,FALSE POSITIVE,FALSE POSITIVE,0,0,71.59889,135.431,0.6496,10.53,654.0,4.49,645.0,40.96,5.7,6637.0,4.014,1.662,299.04315,41.233978,10.877,0
6155,6021840,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.0213,12.28915,699.5,2.77,271.0,1.27,14.0,6140.0,4.455,1.048,283.51559,41.335819,15.343,0
6161,3428359,FALSE POSITIVE,FALSE POSITIVE,0,0,77.66967809,151.0243323,0.576,3.01,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,286.68253,38.54882,13.528,0
6162,3439031,FALSE POSITIVE,FALSE POSITIVE,1,0,2.976012511,132.9704424,0.444,6.52033,5385.612499999999,56.65125,1476.0,1119.89,255.76250000000002,6572.0,4.408,1.08,290.13269,38.51368,11.287,0
6163,3441795,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.0074,3.428,886.0,2.32,216.0,0.52,6.0,5310.0,4.582,0.796,290.94846,38.56591,15.466,0
6164,3449540,FALSE POSITIVE,FALSE POSITIVE,1,0,1.606003121,132.4945147,0.496,4.88602,5385.612499999999,56.65125,2797.125,2761.2975000000006,255.76250000000002,5297.0,3.7465000000000015,2.0783750000000003,292.93695,38.593071,14.194,0
6165,3449870,FALSE POSITIVE,FALSE POSITIVE,0,0,61.438007,136.9729,0.754,3.861,253.0,14.79,1020.0,255.93,9.0,5080.0,3.7465000000000015,2.0783750000000003,293.0076,38.50367,13.213,0
6167,4917658,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.576,5.32,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,289.95306,40.011101,15.58,0
6168,4927738,FALSE POSITIVE,FALSE POSITIVE,0,0,19.545185,147.733,0.5474,1.597,40.2,0.76,790.0,92.09,5.4,6273.0,4.311,1.16,292.91852,40.052898,12.091,0
6169,4937140,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,225.6177,0.121,3.517,351.1,1.89,306.0,2.07,8.7,5651.0,4.374,1.02,295.33859,40.00787,14.088,0
6171,4945035,FALSE POSITIVE,FALSE POSITIVE,1,1,1.174683069,131.835254,0.98,2.5167,356.4,3.06,1901.0,2761.2975000000006,87.5,5974.0,4.332,1.143,296.99066,40.075298,14.009,0
6172,6033602,FALSE POSITIVE,FALSE POSITIVE,0,0,33.2948005,141.5302,0.03,2.997,215.7,1.46,600.0,30.67,6.6,6217.0,4.472,0.989,288.90735,41.35582,15.252,0
6173,6034379,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,133.929,0.2745,12.28915,1637.0,4.42,289.0,1.65,8.2,5780.0,4.438,1.0,289.18372,41.343376,13.931,0
6174,6034834,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.2626,12.28915,375.5,1.89,259.0,1.06,16.2,5735.0,4.351,0.972,289.34515,41.36478,14.058,0
6176,6038152,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,145.6294,0.4524,12.28915,302.8,2.06,298.0,1.86,13.3,6446.0,4.381,1.155,290.39862,41.351559,14.425,0
6179,6047853,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,227.0486,0.2293,12.13,287.8,1.82,261.0,1.09,11.1,6300.0,4.401,1.064,293.48605,41.320229,13.71,0
6180,3532510,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,146.11456,0.0246,1.905,163.0,1.94,555.0,22.43,6.3,7158.0,4.21,1.494,287.72379,38.624229,12.598,0
6184,3545749,FALSE POSITIVE,FALSE POSITIVE,0,1,87.105456694375,228.323880625,0.6035,7.07,1078.0,2.48,216.0,0.52,9.2,4949.0,4.561,0.73,291.7262,38.6866,15.058,0
6185,3546821,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,133.5178,0.4298,12.28915,229.1,1.93,255.0,1.0,9.8,6014.0,4.264,1.258,292.00742,38.617329,12.602,0
6186,4946581,FALSE POSITIVE,FALSE POSITIVE,0,0,28.615014,147.7816,0.505,12.28915,70.5,1.69,783.0,88.66,13.5,5562.0,3.925,1.987,297.36008,40.031841,14.091,0
6187,4953262,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,192.30383,0.743,2.188,292.4,8.16,670.0,47.59,9.5,4869.0,3.7465000000000015,2.0783750000000003,298.76041,40.052792,11.653,0
6188,4996558,FALSE POSITIVE,FALSE POSITIVE,1,1,3.017155419,133.68607,1.231,12.28915,1381.8,38.71,1486.0,1155.07,223.5,5893.0,4.175,1.302,286.91632,40.166668,13.871,0
6189,5006817,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,186.3262,0.576,12.28915,507.45000000000005,2.68,928.0,112.85,30.75,5779.5,4.438,1.0,290.45596,40.145741,10.866,0
6190,5008775,FALSE POSITIVE,FALSE POSITIVE,0,0,52.6727624,178.5395,0.1764,3.039,248.0,1.64,521.0,17.45,6.7,6184.0,4.448,1.038,291.1084,40.182991,15.101,0
6191,5015027,FALSE POSITIVE,FALSE POSITIVE,0,0,34.4886903,137.00685,0.5544,1.22,59.9,0.71,524.0,17.87,6.3,5629.0,4.487,0.886,292.94348,40.117939,12.157,0
6192,5024476,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.1522,1.938,643.0,29.97,782.0,88.22,6.7,5221.0,3.7465000000000015,2.0783750000000003,295.32401,40.1544,12.552,0
6193,6058896,FALSE POSITIVE,FALSE POSITIVE,0,1,0.56493398,131.787277,1.26,2.4385,2067.0,30.51,2206.0,2761.2975000000006,166.0,5808.0,4.402,0.898,296.37366,41.39183,14.784,0
6194,6062298,FALSE POSITIVE,FALSE POSITIVE,0,1,87.105456694375,228.323880625,1.901,12.28915,5385.612499999999,56.65125,291.0,1.68,9.2,5780.0,4.438,1.0,297.13892,41.300774,13.671,0
6195,6065010,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,209.213,0.7004,10.08,194.3,1.54,376.0,4.73,6.3,6365.0,4.411,1.033,297.76724,41.366531,12.885,0
6196,6067545,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.027,12.28915,346.5,2.06,238.0,0.76,20.8,5912.0,4.367,1.115,298.39798,41.314892,13.093,0
6198,6116605,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,164.0745,0.9597,6.385,2084.0,5.06,243.0,0.83,9.6,5780.0,4.438,1.0,289.62195,41.456196,11.0,0
6199,6118840,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,164.2084,0.0886,12.28915,600.0,1.97,228.0,0.63,10.8,5473.0,4.537,0.816,290.29688,41.483501,15.458,0
6200,6129632,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.1765,3.748,315.4,11.33,554.0,22.32,10.6,5189.0,3.7465000000000015,2.0783750000000003,293.69916,41.402222,11.454,0
6202,3554819,FALSE POSITIVE,FALSE POSITIVE,0,0,43.22793081,144.4486525,0.576,1.39,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,293.99844,38.617439,12.654,0
6203,3555178,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,155.1493,0.2535,12.28915,89.8,0.77,201.0,0.39,8.4,5618.0,4.566,0.811,294.08191,38.630859,12.143,0
6204,3632330,FALSE POSITIVE,FALSE POSITIVE,0,0,63.12379762,147.195046,0.576,1.87,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,287.32892,38.707802,15.008,0
6205,3641216,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.576,11.46,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,290.19086,38.77953,13.044,0
6206,3644399,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,176.1667,0.332,12.28915,421.9,2.21,413.0,6.88,14.2,6382.0,4.432,1.059,291.12909,38.740528,15.493,0
6207,3644649,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.5712,12.28915,283.2,1.27,173.0,0.21,8.3,5216.0,4.613,0.735,291.19971,38.71133,14.415,0
6209,5032842,FALSE POSITIVE,FALSE POSITIVE,0,0,18.40783671,139.3507372,0.576,1.55,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,297.03891,40.116482,14.628,0
6211,5037742,FALSE POSITIVE,FALSE POSITIVE,1,0,87.105456694375,183.25,0.3157,12.28915,674.6,2.1,246.0,0.86,13.2,5377.0,4.581,0.814,298.0976,40.14069,15.433,0
6212,5039053,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.666,12.28915,166.2,2.04,303.0,1.98,18.6,5858.0,4.12,1.498,298.32886,40.147171,12.616,0
6213,5080565,FALSE POSITIVE,FALSE POSITIVE,0,0,49.312677,162.638,0.5998,4.057,1713.0,2.84,342.0,3.22,6.6,4541.0,4.608,0.666,284.97217,40.208111,16.609,0
6214,5091808,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,193.4457,0.2515,11.43,160.6,1.05,265.0,1.16,6.7,5786.0,4.463,0.827,289.53738,40.21331,14.242,0
6215,6139220,FALSE POSITIVE,FALSE POSITIVE,1,0,87.105456694375,228.323880625,1.006,8.3881,5385.612499999999,37.15,367.0,4.27,202.3,6033.0,4.071,1.65,296.1803,41.413071,15.233,0
6216,6143819,FALSE POSITIVE,FALSE POSITIVE,0,0,28.1117095,138.30651,0.1158,1.689,119.4,1.19,599.0,30.39,6.5,5780.0,4.438,1.0,297.17383,41.471107,13.855,0
6217,6145939,FALSE POSITIVE,FALSE POSITIVE,1,0,17.745456135,137.697754,1.049,4.0678,5385.612499999999,56.65125,1106.0,353.47,255.76250000000002,6337.0,3.826,2.0783750000000003,297.67651,41.428589,12.366,0
6218,6149980,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,151.0618,0.3142,8.025,517.9,2.6,250.0,0.92,11.9,6446.0,4.391,1.125,298.60699,41.446011,13.911,0
6219,6184894,CONFIRMED,CANDIDATE,0,0,7.20281185,135.19499,0.028,2.8305,1832.6,3.06,794.0,93.79,49.4,5388.0,4.56,0.717,284.05667,41.576729,13.028,1
6220,6195792,FALSE POSITIVE,FALSE POSITIVE,0,0,36.4772788,137.1924,0.5298,2.092,463.0,1.65,427.0,7.89,5.8,4910.0,4.545,0.755,288.85443,41.574451,15.846,0
6223,3646515,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,201.4461838,0.576,3.2,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,291.67603,38.79491,15.368,0
6224,3647097,FALSE POSITIVE,FALSE POSITIVE,0,0,59.9655175,140.9936,0.0853,1.89,310.1,1.92,481.0,12.67,5.5,5729.0,4.372,1.105,291.82471,38.779911,14.647,0
6225,3748239,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,172.0238,0.3936,4.284,555.6,15.19,783.0,88.86,7.3,5215.0,3.7465000000000015,2.0783750000000003,291.78705,38.863152,13.446,0
6227,3755522,FALSE POSITIVE,FALSE POSITIVE,0,1,87.105456694375,228.323880625,0.005,4.742,204.1,1.4,291.0,1.69,15.3,5870.0,4.449,0.985,293.65378,38.8339,12.289,0
6228,5094412,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,176.52152,1.045,3.779,1762.0,11.67,260.0,1.08,10.4,5324.0,4.396,0.966,290.2984,40.287842,15.772,0
6229,5105886,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.2117,3.759,513.3,15.36,519.0,17.15,7.7,5075.0,3.7465000000000015,2.0783750000000003,293.66641,40.203629,13.443,0
6230,5113146,FALSE POSITIVE,FALSE POSITIVE,1,0,18.78970984,143.82465,1.172,4.13997,5385.612499999999,44.01,752.0,75.6,255.76250000000002,6477.0,4.439,0.884,295.40698,40.242409,15.115,0
6231,5130563,FALSE POSITIVE,FALSE POSITIVE,0,1,0.915782856,132.27591,1.209,2.24,301.0,32.86,2307.0,2761.2975000000006,7.7,6318.0,4.256,1.333,299.18686,40.205929,13.806,0
6233,5166811,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.0166,11.86,669.8,1.9,206.0,0.43,8.6,5228.0,4.592,0.751,284.46585,40.314941,15.612,0
6234,5174677,FALSE POSITIVE,FALSE POSITIVE,1,0,43.5428781,150.4229,0.984,3.6768,5385.612499999999,17.47,688.0,53.04,52.1,6669.0,4.224,1.427,287.96375,40.310322,15.223,0
6236,6205405,FALSE POSITIVE,FALSE POSITIVE,0,1,3.7229369,134.6174,0.896,10.57,65.2,0.46,591.0,28.81,18.6,4196.5,4.767,0.48,291.96683,41.549751,14.541,0
6237,6206470,FALSE POSITIVE,FALSE POSITIVE,0,0,1.80455062,132.4262,0.348,2.166,39.7,0.65,1577.0,1457.85,12.5,6006.0,4.41,1.019,292.31476,41.582321,13.73,0
6238,6263468,FALSE POSITIVE,FALSE POSITIVE,0,0,10.1955065,140.26643,0.5396,2.447,221.4,1.02,661.0,45.18,7.0,5182.0,4.601,0.666,282.92862,41.606091,15.05,0
6240,6277594,FALSE POSITIVE,FALSE POSITIVE,0,0,3.66115536,133.7708,0.676,12.28915,34.3,0.81,1466.0,1093.71,27.8,6356.0,4.241,1.308,289.39316,41.696701,13.164,0
6241,9002278,CONFIRMED,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.378,7.788,471.9,1.43,207.0,0.44,19.3,4926.0,4.653,0.662,283.21274,45.349861,13.725,1
6242,6026438,CONFIRMED,CANDIDATE,0,0,16.9348104,137.2502,0.471,3.408,346.3,1.31,508.0,15.77,11.5,4650.0,4.589,0.706,285.75146,41.33564,15.549,1
6245,3757521,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,167.3005742,0.576,2.15,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,294.12369,38.81583,12.5,0
6247,3763724,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,210.1832295,0.576,12.28915,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,295.55817,38.846802,15.166,0
6248,3834728,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.3719,3.866,671.0,1.76,200.0,0.38,5.6,5171.0,4.626,0.677,286.23233,38.991749,15.155,0
6249,3836509,FALSE POSITIVE,FALSE POSITIVE,0,1,1.540389045,131.99987,0.136,1.8325,485.7,32.54,2797.125,2761.2975000000006,48.6,4964.0,3.7465000000000015,2.0783750000000003,286.9718,38.936481,13.561,0
6250,3836522,FALSE POSITIVE,FALSE POSITIVE,0,1,1.540393027,131.998449,0.343,1.75,526.2,2.17,1502.0,1200.85,72.1,5466.0,4.396,0.946,286.97745,38.913261,14.844,0
6251,3846515,FALSE POSITIVE,FALSE POSITIVE,0,1,0.888045184,131.84685,0.491,2.1961,90.6,2.04,2797.125,2761.2975000000006,26.6,6316.0,3.908,2.0783750000000003,290.33026,38.917721,12.807,0
6253,5181086,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.4064,8.36,307.0,1.04,145.0,0.11,6.0,4302.0,4.647,0.604,290.0405,40.337379,14.205,0
6254,5181299,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.0078,2.641,470.1,6.93,338.0,3.09,6.8,5172.0,3.7465000000000015,2.0783750000000003,290.09991,40.386581,13.815,0
6256,5192660,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,174.9520694,0.576,2.09,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,293.44922,40.326302,12.372,0
6257,5193813,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,213.3594926,0.576,2.97,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,293.7785,40.3092,13.476,0
6258,5199426,FALSE POSITIVE,FALSE POSITIVE,1,0,78.60436061,143.9949276,0.828,4.65559,5385.612499999999,34.8,438.0,8.68,255.76250000000002,5938.0,4.427,0.985,295.18088,40.339882,14.08,0
6259,5211631,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,221.2782,0.0219,2.36,248.2,2.61,401.0,6.09,5.2,6897.0,4.121,1.635,297.74051,40.347881,11.733,0
6260,6285906,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,205.5026,0.6637,2.656,435.2,1.68,320.0,2.49,6.0,5510.0,4.594,0.762,292.08868,41.602459,15.232,0
6261,6287131,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.6613,5.918,809.0,2.29,199.0,0.37,7.7,5396.0,4.599,0.766,292.48141,41.634289,15.494,0
6262,6289897,FALSE POSITIVE,FALSE POSITIVE,0,1,1.55935718,132.54264,0.568,2.892,49.7,1.39,2389.0,2761.2975000000006,17.9,6475.0,3.921,1.9,293.37396,41.624859,13.357,0
6263,6290467,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,189.6247,0.0726,1.708,355.7,1.75,412.0,6.84,4.7,6351.0,4.513,0.921,293.54422,41.652641,15.08,0
6264,6309307,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.546,9.62,745.2,32.58,599.0,30.43,14.0,5053.0,3.7465000000000015,2.0783750000000003,298.19696,41.650452,12.356,0
6265,6342980,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.3259,2.701,283.3,2.8,362.0,4.08,6.2,5880.0,4.035,1.65,283.16446,41.778519,13.831,0
6266,8753896,CONFIRMED,CANDIDATE,0,0,14.5123622,143.8154,0.927,4.163,355.8,2.08,636.0,38.6,11.8,5094.0,4.469,0.87,291.95999,44.900021,15.77,1
6267,4150611,FALSE POSITIVE,FALSE POSITIVE,0,0,1.434200327,132.0647,1.208,5.968,3097.3,44.76,2410.0,2761.2975000000006,39.1,6911.0,4.038,1.501,289.74249,39.267059,10.565749999999998,0
6268,4150611,FALSE POSITIVE,FALSE POSITIVE,1,0,8.653098686,136.657941,1.11,3.9071,5385.612499999999,56.65125,1324.0,725.95,255.76250000000002,6911.0,4.038,1.501,289.74249,39.267059,10.565749999999998,0
6269,4909707,FALSE POSITIVE,FALSE POSITIVE,0,0,2.302365255,132.4231,1.1,12.28915,5385.612499999999,56.65125,1568.0,1429.81,255.76250000000002,5948.0,4.269,1.229,287.20685,40.003002,10.691,0
6270,7919516,FALSE POSITIVE,FALSE POSITIVE,0,1,0.575445783,132.0648853,0.144,0.8463,29.3,1.3,2797.125,2761.2975000000006,3.2,6215.0,3.802,2.0783750000000003,299.90427,43.69495,13.022,0
6271,4948730,FALSE POSITIVE,FALSE POSITIVE,1,1,23.0295222,151.14686,1.173,7.96,548.2,20.81,645.0,40.87,27.7,5877.0,4.445,0.959,297.82544,40.08799,14.802,0
6272,3848665,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,1.28,12.28915,3658.0,27.1,181.0,0.25,11.2,4596.0,4.59,0.696,290.97659,38.996101,14.96,0
6273,3848919,FALSE POSITIVE,FALSE POSITIVE,1,0,0.52363021,131.7669254,0.549,3.45121,5385.612499999999,52.26,1940.0,2761.2975000000006,255.76250000000002,5407.0,4.535,0.745,291.05634,38.974411,13.901,0
6275,3852865,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.226,5.077,372.7,1.8,224.0,0.59,11.6,5755.0,4.478,0.936,292.13519,38.926491,13.465,0
6276,3854101,FALSE POSITIVE,FALSE POSITIVE,1,0,87.105456694375,228.323880625,1.341,3.4075,5385.612499999999,48.59,265.0,1.16,51.0,5455.0,4.381,1.006,292.4649,38.907421,15.184,0
6277,3858926,FALSE POSITIVE,FALSE POSITIVE,0,0,25.95247,149.0004,0.4398,12.28915,80.8,1.56,946.0,189.06,16.4,7256.5,4.17,1.679,293.70566,38.95528,13.357,0
6278,3859890,FALSE POSITIVE,FALSE POSITIVE,0,1,4.34573349,134.40693,0.512,2.246,73.5,0.86,1151.0,415.52,9.7,5967.0,4.43,0.976,293.93387,38.944839,13.864,0
6280,5213005,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.576,3.2,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,298.03879,40.324478,13.999,0
6281,5213811,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.0503,5.343,378.1,2.2,312.0,2.25,11.5,6171.0,4.337,1.127,298.20096,40.392319,12.369,0
6283,5260419,FALSE POSITIVE,FALSE POSITIVE,0,0,19.93826636,145.9495067,0.576,1.77,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,286.89532,40.46011,15.986,0
6284,5262539,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,202.7762,0.4169,7.42,335.6,1.86,241.0,0.79,7.9,5931.0,4.396,0.997,287.77182,40.448051,14.427,0
6285,5263802,FALSE POSITIVE,FALSE POSITIVE,1,0,3.350209754,131.838052,1.901,4.43333,5385.612499999999,56.65125,1656.0,1777.46,255.76250000000002,6657.0,4.181,1.501,288.27094,40.400421,11.494,0
6286,5265982,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.8176,3.603,393.7,6.99,323.0,2.57,7.6,5058.0,3.7465000000000015,2.0783750000000003,289.02536,40.422009,12.275,0
6287,5271637,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.0666,12.28915,102.9,1.31,267.0,1.2,12.2,5831.0,4.236,1.305,290.74387,40.479488,11.985,0
6288,6346894,FALSE POSITIVE,FALSE POSITIVE,0,0,52.69092296,138.799777,0.576,2.31,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,285.14172,41.711552,12.358,0
6289,6347434,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,228.323880625,0.1812,6.76,829.0,1.4,125.0,0.06,6.4,4196.5,4.755,0.492,285.4115,41.715858,15.973,0
6290,6347890,FALSE POSITIVE,FALSE POSITIVE,0,0,37.71508287,165.6372891,0.576,1.8,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,285.62076,41.73806,15.294,0
6291,6350031,FALSE POSITIVE,FALSE POSITIVE,0,0,5.1779065,135.756,0.073,5.366,129.5,2.93,1636.0,1692.64,9.5,5921.0,3.766,2.0783750000000003,286.65286,41.756142,14.326,0
6292,6359881,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,161.0544,0.1936,12.28915,475.2,2.0,225.0,0.6,7.2,5818.0,4.523,0.925,290.38223,41.757408,15.322,0
6294,6363560,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,132.3897061,0.576,5.96,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,291.6535,41.741772,13.532,0
6295,6364064,FALSE POSITIVE,FALSE POSITIVE,0,1,5.24331899,132.7859,0.778,11.137,106.8,0.83,875.0,138.45,20.1,5430.0,4.613,0.735,291.82629,41.7173,15.196,0
6296,11177676,CONFIRMED,CANDIDATE,0,0,47.0320478,175.473,0.161,5.892,367.8,1.98,492.0,13.83,13.7,5370.0,4.337,1.055,284.22333,48.831772,14.904,1
6297,4936990,FALSE POSITIVE,FALSE POSITIVE,1,1,10.31453308,132.53723,1.276,3.6641,2004.1,29.6,885.0,144.83,71.6,6335.0,4.455,0.837,295.30209,40.069801,15.295,0
6298,7130418,FALSE POSITIVE,FALSE POSITIVE,0,1,15.52861675,145.70184,0.113,2.131,500.0,1.96,685.0,51.98,17.3,5750.0,4.538,0.882,295.36752,42.65678,15.598,0
6299,12208887,FALSE POSITIVE,FALSE POSITIVE,1,0,53.501860974,132.211255,0.431,5.25334,5385.612499999999,55.23,409.0,6.63,255.76250000000002,5436.0,4.587,0.748,291.70251,50.863491,15.929,0
6300,10711551,FALSE POSITIVE,FALSE POSITIVE,0,0,10.692230094,139.953907,0.528,5.46939,5385.612499999999,56.65125,836.0,115.48,255.76250000000002,6022.0,4.49,0.941,282.38327,48.042782,15.507,0
6301,11081512,FALSE POSITIVE,FALSE POSITIVE,0,1,15.7397651,132.7942,0.077,3.297,287.7,1.18,536.0,19.54,11.2,4733.0,4.569,0.723,290.46207,48.699551,15.281,0
6302,3865815,FALSE POSITIVE,FALSE POSITIVE,0,0,87.105456694375,146.7201011,0.576,2.2,507.45000000000005,2.68,928.0,176.51,30.75,5779.5,4.438,1.0,295.35132,38.92704,12.501,0
