rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,label
26,10662202,K00750.01,CONFIRMED,CANDIDATE,0,0,0,0,-0.30675214220030644,0.101428916114774,0.030139394767636794,-0.34605158016154647,-0.31301690102831387,-0.035340851304933495,-0.6920885234811147,-0.05193855762583243,-0.32019302365059255,-0.3428650325216095,-0.9600289056603015,0.43780344552438455,-0.15130196278395136,-0.3537027916723622,1.156135111024312,0.8068329083435234,1
27,10682541,K00751.01,CONFIRMED,CANDIDATE,0,0,0,0,-0.4445207418132073,0.1045692893370874,-0.021633258112323674,-0.5303810730801573,-0.312166553538709,-0.03539017595568149,-0.2526851822692856,-0.0509960485811283,-0.3271636439970508,-0.3428650325216095,-0.48362193335982473,0.5570148605900234,-0.14817497977279298,1.1939784112020435,1.1609944357632387,1.150903695164352,1
28,11460018,K00769.01,CONFIRMED,CANDIDATE,0,0,0,0,-0.45043295545251044,0.10692312200701923,-0.10124067060516607,-0.4294004434106924,-0.31418434583984883,-0.03552944555779348,-0.14482131297956014,-0.05048180252963172,-0.2887680958591825,-0.3428650325216095,-0.10620861764126514,0.5845251871436336,-0.15080822862429477,0.447351862188613,1.5408891149984416,0.7919042171798092,1
29,11463211,K00770.01,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,-0.47334957434723773,0.09323481799056099,0.02011888130699928,-0.6245990301242391,-0.298155021355155,-0.034882422197981544,0.35475871320443164,-0.04535808924466978,-0.15244104547681098,-0.3428650325216095,-0.01958916813208753,0.582232659930832,-0.15080822862429477,0.7422993304534771,1.5511456212423207,0.9120446365449336,0
30,11465813,K00771.01,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,5.053340731947866,0.6728264812500588,-0.02413838647748305,6.826760628117452,-0.12392375823666726,-0.03209412870569786,-1.0713151797207812,-0.052054790451856556,0.37504065156009353,-0.3428650325216095,-0.2596487853432369,0.359857520289159,-0.12579236453502782,0.9601023790455475,1.5415525457614954,0.6859815989229844,0
31,11493732,K00772.01,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.020149843013913028,0.13650286623215704,0.1281177486049813,0.2537587147967777,-0.26620828908762506,-0.024628697742486706,-0.7204737522415688,-0.051958957154073955,-0.2619140666556139,-0.3428650325216095,0.5125017359957178,0.21313577866991004,-0.10801793478739077,-1.7740942267275632,1.586848086635922,0.7165498713058261,0
32,11507101,K00773.01,CONFIRMED,CANDIDATE,0,0,0,0,-0.16881550981831794,0.12099782568589502,-0.088993376375498,-0.03986475694224631,-0.3144762070427326,-0.035378570155505495,-0.6932239326315329,-0.051939256675086816,-0.3197359337918084,-0.3428650325216095,-0.30790819292692156,0.13748238064748403,-0.11706972771442815,-0.08879152702361551,1.587223141715536,0.6611004469834616,1
33,10910878,K00757.02,CONFIRMED,CANDIDATE,0,0,0,0,-0.14552641739067773,0.0019207961437288873,-0.20673440953798872,-0.1774585823542301,-0.2981308824586759,-0.035076819350929524,-0.7954107561691676,-0.05200134495886241,-0.3008809771169624,1.2219512980636034,-0.8647475112002062,0.40341553733237384,-0.14801040171957414,-1.084140436049245,1.2802116659183713,1.1366858940560525,1
34,10910878,K00757.03,CONFIRMED,CANDIDATE,0,0,0,0,-0.43414542339426654,0.09785375948426762,-0.19003355377025954,-0.47148408134062286,-0.31104519207499776,-0.03542789480625348,-0.3594136424085929,-0.05136876893357856,-0.30556614816949984,2.7867676286488163,-0.8647475112002062,0.40341553733237384,-0.14801040171957414,-1.084140436049245,1.2802116659183713,1.1366858940560525,1
35,10987985,K00758.01,CONFIRMED,CANDIDATE,0,0,0,0,-0.3535326403127612,0.17493168678234336,0.003139677943141296,-0.3747821702324407,-0.3101125528928505,-0.035297329554273504,-0.6205577470047704,-0.05187074984815734,-0.32145002076224893,-0.3428650325216095,-0.8845462425165896,0.435510918311583,-0.15163111889038908,1.029026940876589,1.3087708600474761,0.8160744790639175,1
36,11018648,K00759.01,CONFIRMED,CANDIDATE,0,0,0,0,-0.2162970176802829,0.44520274225139606,-0.21341475184508038,-0.15342309620796465,-0.30261961998122244,-0.03522189185312951,-0.7193383430911506,-0.05195819455488735,-0.26797050728450383,-0.3428650325216095,-0.17797901866315516,0.5753550782924295,-0.1562393043805172,-1.3541185053778864,1.316347250474282,0.5971203419961175,1
37,11018648,K00759.02,CONFIRMED,CANDIDATE,0,0,0,0,0.2722014199542584,0.4411793961370412,-0.05058140810972091,0.08720456945826038,-0.3152684017362742,-0.035581671658585466,-0.8862434882026206,-0.05203210312605524,-0.33756243828439003,1.2219512980636034,-0.17797901866315516,0.5753550782924295,-0.1562393043805172,-1.3541185053778864,1.316347250474282,0.5971203419961175,1
39,11152159,K00761.01,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,-0.4634801349463862,0.08862992240793897,0.06354110630309515,-0.35650428859313615,-0.31298178990616243,-0.03429923073913761,0.09361460860825412,-0.04870278572716071,-0.3041948785931474,-0.3428650325216095,-0.22252616412501794,0.36444257471476005,-0.1378065624200047,1.2182986521343508,1.3917644371576323,0.9227079873761568,0
40,11153539,K00762.01,CONFIRMED,CANDIDATE,0,0,0,0,-0.44863404498150006,0.09858180079742543,-0.1324156013715939,-0.3057483486128207,-0.3173750690653598,-0.03558747455867347,-0.007436805778962392,-0.04958098224046167,-0.3256781019560023,-0.3428650325216095,0.42711970719381415,0.40570806454517333,-0.1280964572800919,1.3306788624221269,1.3957291860770322,0.8196289293409914,1
41,11242721,K00763.01,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,-0.32348389618699064,0.22126157606443006,-0.018014739362649013,-0.08819417532237121,-0.19332308561409794,-0.03259317811326581,-0.46500669339748213,-0.05163103950383639,0.22728635470811828,-0.3428650325216095,0.4258822864865402,0.18791797932910137,-0.11262612027751889,-0.22117760670470835,1.435248878725382,0.9198644271544973,0
42,9579641,K00115.01,CONFIRMED,CANDIDATE,0,0,0,0,-0.4410895854288253,-0.48345456699710093,-0.00020049321040454274,-0.4190338836749674,-0.31582140191015917,-0.035343752754977496,-0.052853171795688915,-0.04991106058839459,-0.16889628039304022,-0.3428650325216095,0.06084317784072025,0.0687065642634626,-0.10867624700026622,-0.8970122107979135,0.6969179493619402,-1.0315287749595001,1
43,11304958,K00764.01,CONFIRMED,CANDIDATE,0,0,0,0,-0.14352490298105422,0.6711275658442547,-0.12044665473805463,0.6796060765722161,-0.2917757693492676,-0.03460098154371358,-0.707984251586969,-0.05195075921281801,-0.19815003135522558,-0.3428650325216095,-0.32399466212148315,0.132897326221883,-0.11542394718223953,0.7190792858784525,1.4584467299460313,0.8231833796180666,1
44,11391957,K00765.01,CONFIRMED,CANDIDATE,0,0,0,0,-0.4167929706595642,0.10290099462681486,-0.21285805665282273,-0.5189376546461228,-0.3109936226143379,-0.03546561365682548,-0.39688214437239233,-0.05147299082241375,-0.30979422936325324,-0.3428650325216095,-0.17055449441951137,0.6257906769740468,-0.15804966296592468,-1.4003393983188364,1.5306820604613576,0.764179505018627,1
45,11403044,K00766.01,CONFIRMED,CANDIDATE,0,0,0,0,-0.45171663299907716,0.07426097060260098,-0.05308653647488029,-0.38641224417418196,-0.3061033016321844,-0.03491143669842154,0.11745820076703554,-0.04846421928161966,-0.21243408944223013,-0.3428650325216095,0.5496243572139368,0.24752368686192075,-0.10604299814876443,-0.043658184504815144,1.5241888846681952,0.8985377254920498,1
46,11414511,K00767.01,CONFIRMED,CANDIDATE,0,0,0,0,-0.46252851042903237,0.09277201283741306,-0.19003355377025954,-0.48240055691828454,-0.13793529042022126,-0.03265410856418979,0.09020838115699963,-0.048745237081881394,1.2481965543025082,-0.3428650325216095,-0.2447997368559493,0.3277621393099478,-0.13040055002515594,1.0268855625260225,1.5162179918613488,0.5757936403336686,1
47,11442465,K00768.01,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,-0.20551876277783118,0.3320764868826084,0.006758196692815954,1.2484889897150948,-0.2291177774249109,-0.03406711473561764,-0.805629438522931,-0.052005475704456496,-0.0895911898939909,-0.3428650325216095,-0.8536107248347405,0.7312469287628824,-0.17154506332987132,-1.6800063616214662,1.5538440730855096,1.0478246371291855,0
48,12110942,K00786.01,CONFIRMED,CANDIDATE,0,0,0,0,-0.455314622110808,0.08360142530295564,-0.17722956434833384,-0.4608877917492586,-0.3177404441802481,-0.03564840500959746,0.008458922326891891,-0.04945788602175814,-0.31870748160954404,-0.3428650325216095,0.1858226692753908,0.4790689353547978,-0.13665451604747267,-0.10978588701379613,1.9032059350170996,0.7108627508625073,1
